Tissue,AAA(K),AAC(N),AAG(K),AAT(N),ACA(T),ACC(T),ACG(T),ACT(T),AGA(R),AGC(S),AGG(R),AGT(S),ATA(I),ATC(I),ATT(I),CAA(Q),CAC(H),CAG(Q),CAT(H),CCA(P),CCC(P),CCG(P),CCT(P),CGA(R),CGC(R),CGG(R),CGT(R),CTA(L),CTC(L),CTG(L),CTT(L),GAA(E),GAC(D),GAG(E),GAT(D),GCA(A),GCC(A),GCG(A),GCT(A),GGA(G),GGC(G),GGG(G),GGT(G),GTA(V),GTC(V),GTG(V),GTT(V),TAA(Stop),TAC(Y),TAG(Stop),TAT(Y),TCA(S),TCC(S),TCG(S),TCT(S),TGA(Stop),TGC(C),TGT(C),TTA(L),TTC(F),TTG(L),TTT(F)
Skeletal Muscle,0.3329968497344335,0.6866920929180906,0.6670031502655666,0.3133079070819097,0.2435665562606956,0.41182662322962704,0.12808384061557232,0.21652297989410496,0.17706508466549808,0.27969533238368927,0.19795158504879848,0.11695380798262336,0.10595174963459124,0.6187889715899402,0.27525927877546896,0.19098021697298218,0.7034381001598226,0.8090197830270178,0.29656189984017756,0.24142896222938903,0.3480387447461684,0.1372623752091002,0.27326991781534177,0.08828194995886895,0.2547800252233801,0.1963697199331099,0.08555163517034448,0.05587707107710292,0.21825460294879237,0.506506739696236,0.09799774192449094,0.3306104918166187,0.6133840281591897,0.6693895081833812,0.3866159718408108,0.21463344268953707,0.456185883987266,0.09775055823515665,0.23143011508804,0.2089496193693658,0.3678175288575803,0.2626436365526569,0.16058921522039715,0.06274767875499274,0.25283599311436716,0.5320980724186293,0.15231825571201085,0.2251655629139073,0.618902373879129,0.2582781456953642,0.3810976261208711,0.10297653852259164,0.26094446033135715,0.06911924215275188,0.17031061862698654,0.5165562913907285,0.6378943778982107,0.362105622101789,0.03733558405050305,0.6190568213752531,0.08402826030287448,0.3809431786247471
Small Intestine,0.4043809043168497,0.41593747553049876,0.5956190956831503,0.5840625244695012,0.27228672467376647,0.40416814390812683,0.1181746708345174,0.20537046058358932,0.33728821831763006,0.3044751179733955,0.15979458450046685,0.15879725707473907,0.12431260060439392,0.5699324991118304,0.3057549002837756,0.33345543345543344,0.7011999011999012,0.6665445665445665,0.2988000988000988,0.22070290104345833,0.374400871459695,0.10087719298245612,0.30401903451439055,0.08849828820417056,0.22538430523724642,0.14384786237727415,0.04518674136321195,0.0705840403125016,0.18905605347665913,0.3973241689215541,0.19864073041802394,0.4337683338937329,0.39638340431023356,0.5662316661062671,0.6036165956897664,0.2187177392119053,0.4129239250035407,0.060760241563261465,0.3075980942212926,0.28514746491786125,0.3817025749816025,0.19923956942401205,0.13391039067652413,0.09151505720133173,0.2603170632066401,0.4171974300973269,0.23097044949470133,0.5555555555555556,0.48545680898622084,0.2222222222222222,0.5145431910137792,0.11079100883882176,0.1633393629217828,0.03958836321295868,0.2230088899783022,0.2222222222222222,0.6386083052749719,0.361391694725028,0.039127113682929975,0.6841132993962185,0.10526789318833123,0.31588670060378155
Spleen,0.3254459245918873,0.6168791139206828,0.6745540754081127,0.38312088607931727,0.26831421693042773,0.3966843893236261,0.09468931027216602,0.24031208347378002,0.15178437099289763,0.2768404480345502,0.23908386778760565,0.13388372890176828,0.08081726053479019,0.6330793190496374,0.2861034204155725,0.2078287805401779,0.6625616523773207,0.792171219459822,0.3374383476226794,0.23950620201036135,0.4085220701786081,0.09966753647805937,0.25230419133297116,0.12064795092297521,0.18794224170757798,0.21589411362561212,0.0846474549633314,0.05942825788894653,0.21312897652694468,0.44831818338622764,0.11256189922277263,0.3307616312518274,0.5488913078580021,0.6692383687481727,0.45110869214199795,0.23066187573417155,0.41593076956218955,0.1058494875706252,0.24755786713301364,0.21212921009366198,0.4029270868710045,0.27777458922500803,0.10716911381032558,0.106941047685064,0.265377856516055,0.49049588554909623,0.13718521024978483,0.23809523809523808,0.5321492503322265,0.23809523809523808,0.4678507496677735,0.11256862271439119,0.2853992251860001,0.04177733002956439,0.14953064513372577,0.5238095238095238,0.6037898899569549,0.3962101100430451,0.03653094078396492,0.5842551970179912,0.13003174219114375,0.4157448029820086
Stomach,0.2915071212568245,0.6711756372439353,0.7084928787431755,0.3288243627560649,0.21825545013460954,0.42560352523980055,0.11395321612665839,0.2421878084989315,0.28356747094562,0.30746980352091585,0.21870275944722004,0.08407663688755368,0.12677506551720769,0.6208503252773919,0.2523746092054003,0.21526154371769096,0.6272067481683928,0.784738456282309,0.3727932518316071,0.2866667878867685,0.3965843617086016,0.0831355890835689,0.23361326132106072,0.0765461037102078,0.20053915007220013,0.13248799900067287,0.0881565168240791,0.06469069454584024,0.21273665204829192,0.45229759066559383,0.11363654806608335,0.3826747573101078,0.5697974327996048,0.6173252426898923,0.43020256720039524,0.2254740742995633,0.456784056071816,0.07142512623784618,0.2463167433907745,0.25826479209529707,0.3536319746753728,0.24502982930953934,0.14307340391979087,0.07233656925015851,0.3217880394685849,0.4034536536227136,0.2024217376585429,0.2564102564102564,0.6602493743903299,0.2564102564102564,0.3397506256096699,0.1514360085709896,0.25730614392629586,0.04568102311011429,0.1540303839841308,0.48717948717948717,0.7192660514089086,0.2807339485910914,0.03696310526093161,0.5765324565535855,0.11967540941325921,0.4234675434464144
Testis,0.4364383327981955,0.5227693223869061,0.5635616672018047,0.47723067761309396,0.28833065205530795,0.34398371839037867,0.10080126253180605,0.2668843670225058,0.29803995352910645,0.2167949243056362,0.2524343795680735,0.15319849653399922,0.20781285496433363,0.45913659073269547,0.3330505543029696,0.3421320449178318,0.5367439930964573,0.6578679550821664,0.46325600690354307,0.30140779766413517,0.301940426657262,0.096158626839294,0.300493148839308,0.09210547939931474,0.14010690816399357,0.13879312739514987,0.07852015194436222,0.08915966445477826,0.17659492669691187,0.3494375030492485,0.14573765667068,0.4543200319493346,0.5171620256771484,0.5456799680506651,0.4828379743228517,0.26942754489449877,0.36396867477584016,0.08128637763487848,0.2853174026947819,0.2917347314017258,0.2971769064082343,0.23366605968241003,0.17742230250763005,0.13641943637006304,0.23746224218704393,0.4204451959921905,0.2056731254507029,0.3476679503637141,0.5274303898017796,0.22667950363714157,0.47256961019822036,0.1665922997527628,0.21201129833088142,0.051089750854638474,0.20031323022208256,0.42565254599914426,0.510448673609329,0.489551326390671,0.09516338389342481,0.5270129446075656,0.14390686523495722,0.4729870553924345
Thyroid Gland,0.3593184740551524,0.6237312205191956,0.6406815259448475,0.37626877948080445,0.2837089225867309,0.37087064152821814,0.13103154184619833,0.21438889403885256,0.18939154553061457,0.3025678148131179,0.2253479528126383,0.1390493799052946,0.1515542132935148,0.5723929080000489,0.2760528787064361,0.2558803354616478,0.6470901155045143,0.7441196645383521,0.35290988449548577,0.24154155171396816,0.3699884946620426,0.1110473631458682,0.27742259047812134,0.11148455941040486,0.24756813815980816,0.16640571132606777,0.05980209276046628,0.050231943865830915,0.21045958197819264,0.46921327150286524,0.11092527702816293,0.35872658216392106,0.6511670596890405,0.641273417836079,0.34883294031095946,0.1975350107800968,0.45598022455056886,0.10830619749367072,0.23817856717566366,0.26913679991966566,0.37339927422650104,0.2394357652469639,0.11802816060686937,0.09151220331410478,0.2653283594262118,0.5027305662502565,0.1404288710094271,0.23484848484848486,0.6571021209738187,0.1590909090909091,0.3428978790261815,0.11106180076681307,0.23211577516072934,0.0685222037258401,0.14668302562820493,0.6060606060606061,0.6429792468043196,0.35702075319568044,0.04828930369358317,0.6388044148531221,0.11088062193136508,0.36119558514687794
Tonsil,0.2703490456687388,0.6551068370822624,0.7296509543312613,0.34489316291773753,0.20365396325597573,0.3976081606064213,0.13942831906582298,0.25930955707178,0.16314828949770624,0.3024516103695323,0.34570909840130415,0.14083505816638175,0.17194461189026408,0.5603338590752781,0.267721529034458,0.23699512193357375,0.6913466676456312,0.7630048780664261,0.30865333235436887,0.23860691591406874,0.47036202849667086,0.06568084868225121,0.22535020690700916,0.04098704935926569,0.2038324612820901,0.16160433151154255,0.08471876994809124,0.103390263887879,0.17399810497591506,0.5057430986014976,0.07985463163052456,0.3065483990771617,0.6644454462476903,0.6934516009228383,0.33555455375230975,0.24585355355381092,0.4371295742976088,0.06246859149227658,0.25454828065630375,0.2257758958420831,0.4101583946272676,0.20445359256888088,0.15961211696176844,0.140738947365437,0.3488430108362633,0.36565139482236936,0.1447666469759303,0.18840579710144925,0.6269899246443869,0.14492753623188406,0.3730100753556131,0.11862273623027346,0.266085195732838,0.022253591486700287,0.1497518080142742,0.6666666666666667,0.46750583318358246,0.5324941668164176,0.040848710741886875,0.6208369841671767,0.09616519016229683,0.37916301583282336
Urinary Bladder,0.2946964030318493,0.636168406756642,0.7053035969681507,0.36383159324335795,0.2750238119723414,0.31489850019261784,0.1653799121630004,0.24469777567204037,0.24462844278743937,0.2590483871547399,0.2252082461706961,0.15566354717776473,0.06598389355742297,0.5434669701213819,0.39054913632119514,0.236442812036964,0.7410218253968254,0.763557187963036,0.25897817460317457,0.31851020111710904,0.22671794275412693,0.0905375235144972,0.36423433261426685,0.08027041862673746,0.15037984175558455,0.18722305992409882,0.1122899907354437,0.03861816133712039,0.23464894557751545,0.43693501296456394,0.13563014874224227,0.352311969191081,0.7131786454419167,0.6476880308089189,0.28682135455808344,0.2121953674917037,0.36549955522207683,0.11039079185900308,0.3119142854272164,0.21996841608683715,0.30362974927119657,0.299387830736515,0.17701400390545124,0.08912000669833149,0.31718610278432846,0.41818577859338735,0.17550811192395271,0.45833333333333326,0.6741039597657245,0.14583333333333331,0.32589604023427554,0.12891774323465208,0.2550833495426762,0.04005315907238554,0.16123381381778157,0.39583333333333326,0.6023313492063491,0.3976686507936508,0.054744733282087815,0.6029104269913094,0.09942299809647016,0.3970895730086907
Appendix,0.2987012987012987,0.5934065934065934,0.7012987012987013,0.4065934065934066,0.2222222222222222,0.3333333333333333,0.1388888888888889,0.3055555555555556,0.15384615384615385,0.12032085561497328,0.15384615384615385,0.09759358288770054,0.07407407407407407,0.5,0.42592592592592593,0.25,0.7076923076923077,0.75,0.2923076923076923,0.3944444444444445,0.3111111111111111,0.027777777777777776,0.26666666666666666,0.07692307692307693,0.2692307692307693,0.19230769230769232,0.15384615384615385,0.04496047430830039,0.22282608695652173,0.37648221343873517,0.1674901185770751,0.39285714285714285,0.8333333333333333,0.6071428571428572,0.16666666666666666,0.16835016835016836,0.5168350168350169,0.015151515151515154,0.29966329966329963,0.18614718614718617,0.3961038961038961,0.2792207792207792,0.13852813852813856,0.08922558922558922,0.3787878787878788,0.4006734006734006,0.13131313131313133,0.0,0.5085470085470086,0.5,0.49145299145299143,0.13368983957219252,0.3288770053475936,0.0,0.3195187165775401,0.5,0.4097222222222222,0.5902777777777778,0.04347826086956521,0.6145484949832776,0.14476284584980237,0.3854515050167224
Skin,0.3774072517588295,0.6380587528919922,0.6225927482411706,0.361941247108008,0.2254401258425479,0.4305742655172233,0.10035741207373829,0.2436281965664903,0.23116016849500512,0.2721412624877351,0.2587605078844586,0.11933310609284765,0.1464964961287121,0.516063164638239,0.33744033923304895,0.26898574334329356,0.6281313951375612,0.7310142566567063,0.3718686048624386,0.2724937668694069,0.3533442547200995,0.08937649443236956,0.2847854839781241,0.11011865811606675,0.1830341457008639,0.1405830819083991,0.07634343789520628,0.06398842107390379,0.20514271951238378,0.45094399833438575,0.12134243185692441,0.40946445077490695,0.5709592663190827,0.5905355492250931,0.429040733680917,0.2214381269625332,0.39760429632907957,0.10573453882988909,0.27522303787849806,0.24367942175816984,0.363070282860768,0.23720102268947524,0.15604927269158678,0.0849299250057281,0.3292801438416502,0.4089826586897669,0.1768072724628546,0.26666666666666666,0.5767650556911237,0.22666666666666666,0.42323494430887637,0.14618817111351612,0.22556207683948107,0.04794091590085498,0.18883446756556496,0.5066666666666667,0.599395527699281,0.4006044723007193,0.05466538933367874,0.554788200757774,0.10391703988872328,0.44521179924222576
