Tissue,AAA(K),AAC(N),AAG(K),AAT(N),ACA(T),ACC(T),ACG(T),ACT(T),AGA(R),AGC(S),AGG(R),AGT(S),ATA(I),ATC(I),ATT(I),CAA(Q),CAC(H),CAG(Q),CAT(H),CCA(P),CCC(P),CCG(P),CCT(P),CGA(R),CGC(R),CGG(R),CGT(R),CTA(L),CTC(L),CTG(L),CTT(L),GAA(E),GAC(D),GAG(E),GAT(D),GCA(A),GCC(A),GCG(A),GCT(A),GGA(G),GGC(G),GGG(G),GGT(G),GTA(V),GTC(V),GTG(V),GTT(V),TAA(Stop),TAC(Y),TAG(Stop),TAT(Y),TCA(S),TCC(S),TCG(S),TCT(S),TGA(Stop),TGC(C),TGT(C),TTA(L),TTC(F),TTG(L),TTT(F)
Salivary Gland,0.36702159117863914,0.5924509055896539,0.6329784088213609,0.40754909441034637,0.24948891221328953,0.40720345497514404,0.11639284048717739,0.2269147923243887,0.23379088537121487,0.26703202886965066,0.21946630052857277,0.11252415914304022,0.1301411028213365,0.5553242223393354,0.314534674839328,0.3035072474230629,0.6134342796077963,0.6964927525769368,0.3865657203922038,0.2830750032319191,0.3347358882391218,0.12048659390063719,0.2617025146283216,0.08517357075524526,0.21463785357417572,0.1796054140345541,0.06732597573623703,0.060644670804443766,0.23044998739009598,0.4239498123585404,0.11978201300422046,0.38701767433989503,0.6030808526444794,0.6129823256601051,0.39691914735552053,0.19442746136364863,0.4284246638190308,0.10159302187412216,0.27555485294319826,0.2572581009357881,0.36599378594805326,0.22443234203269957,0.1523157710834591,0.07915273273719445,0.2723698879384733,0.4774510319135642,0.17102634741076791,0.29069767441860467,0.5714810018614805,0.20348837209302326,0.42851899813851974,0.1378292186086738,0.24536307556831616,0.07068312943080358,0.1665683883795155,0.5058139534883721,0.5953219680333205,0.40467803196667956,0.057624940522779285,0.6378527800240659,0.10754857591992008,0.3621472199759346
Skeletal Muscle,0.32398698965855993,0.6567864471693826,0.6760130103414399,0.3432135528306185,0.22554944808353924,0.42087817192549254,0.14551780331608877,0.2080545766748802,0.16382523237749358,0.284201556021066,0.19924297521176387,0.1171340300195742,0.10460803052388189,0.6226592286820234,0.2727327407940947,0.20829464893093175,0.6837301351680375,0.7917053510690683,0.3162698648319626,0.24295845153974432,0.36800682399995305,0.1383154095237829,0.2507193149365206,0.09981433655816625,0.23467118908621623,0.21844137515285034,0.08400489161351057,0.0523546661216295,0.21423175149596946,0.4881923795352912,0.10376776211680898,0.328178815846891,0.6198771040169581,0.671821184153109,0.38012289598304144,0.20520744517712158,0.4472600794590908,0.11072177600349016,0.23681069936029733,0.2020695713402579,0.3775876076511012,0.2724187357728796,0.1479240852357619,0.08176193185502238,0.2546165459433962,0.5218270836008132,0.14179443860076862,0.2698706099815157,0.6435354356521453,0.23844731977818853,0.356464564347855,0.10807392184947918,0.2575749865930372,0.07074650890252722,0.16226899661431685,0.49168207024029575,0.6179318976672512,0.3820681023327495,0.04581551756691758,0.6224655456220284,0.09563792316338374,0.37753445437797256
Small Intestine,0.3450805646916566,0.6029517641975928,0.654919435308344,0.39704823580240717,0.25279712417937805,0.42006136179090553,0.13145001411674342,0.1956914999129733,0.2098683585944848,0.2701521225987963,0.24530931116155663,0.1234224188776217,0.12191422641836915,0.6043329138728811,0.2737528597087507,0.2443432270253353,0.6604833732114179,0.7556567729746647,0.33951662678858185,0.2560701793587665,0.36205479063288076,0.11900810903567664,0.2628669209726765,0.09635406548644365,0.17819522090722237,0.2038410084392094,0.06643203541108392,0.060966826626561006,0.2254127128024413,0.4516914427745316,0.10158903044163298,0.35245417530138906,0.6194245759102024,0.6475458246986113,0.38057542408979744,0.21319823154559436,0.42729894146512365,0.10045889892186807,0.25904392806741444,0.23893595113098842,0.36295591845706093,0.2588618274536405,0.13924630295831078,0.08553928062959282,0.2710532814065534,0.49548245113640255,0.14792498682745112,0.17571059431524547,0.6132253868628967,0.2822997416020672,0.3867746131371028,0.12388146897846866,0.25778982150787416,0.06387228613556617,0.1608818819016739,0.5419896640826873,0.6203887192990091,0.379611280700991,0.04932116299483834,0.6143908295453703,0.11101882435999497,0.3856091704546298
Smooth Muscle,0.36642213964146364,0.6146166720093561,0.6335778603585359,0.3853833279906437,0.26040683892743255,0.3861814410061326,0.1394399996894693,0.21397172037696546,0.1871213712024123,0.2684247184786103,0.21931000540081813,0.1307282862902954,0.14706864098193728,0.5602708396992663,0.29266051931879633,0.2580585170560694,0.6026162285025626,0.7419414829439306,0.397383771497437,0.2780653657400689,0.34724344851459005,0.11859859715785033,0.25609258858749073,0.10518500084505321,0.20324945603981337,0.207310961034479,0.07782320547742422,0.06625866559557272,0.22377496935642827,0.39727322243237323,0.13159368790087397,0.38885663245545143,0.5660782925339162,0.6111433675445483,0.433921707466084,0.21805589965250924,0.4192203010080497,0.1062312865266237,0.2564925128128173,0.23304885048246612,0.35176595597138993,0.2629357580286026,0.15224943551754155,0.08612051111147627,0.2839503874410446,0.4770006354412545,0.15292846600622506,0.25311203319502074,0.609564834393046,0.34024896265560167,0.39043516560695374,0.12314590781735991,0.2589870506000619,0.0629703201735782,0.1557437166400942,0.4066390041493776,0.592889439192105,0.4071105608078955,0.06380530976288575,0.588741245100658,0.11729414495186613,0.41125875489934144
Spleen,0.33781063392239424,0.6540261535253685,0.6621893660776056,0.34597384647463125,0.23826776409566,0.42041818070804793,0.1361319913650035,0.20518206383128976,0.19428846588069762,0.285962933678539,0.2412897796803965,0.11610787761114652,0.12825716148914726,0.6305912761549076,0.24115156235594515,0.21369546070652745,0.6900276526934009,0.786304539293472,0.30997234730659956,0.2508170992446193,0.3756632084021771,0.1285810715917337,0.24493862076147077,0.08383241156722931,0.20009931530067282,0.21338279442683347,0.06710723314417187,0.05468482475824651,0.23412589177135826,0.47436363389771796,0.09726901074199554,0.3201182370831978,0.6515310687726297,0.6798817629168028,0.34846893122737094,0.1947876157761663,0.4588952932958718,0.11331719510089157,0.2329998958270717,0.2131595694028849,0.37220710340182156,0.29026426373362235,0.12436906346167281,0.07428963648259299,0.280520009152361,0.524599711149988,0.12059064321505837,0.1729055258467022,0.6450359213580105,0.23306595365418914,0.3549640786419904,0.12495954556095215,0.25592719923585805,0.06725487969643372,0.1497875642170715,0.5940285204991084,0.6080438854413784,0.39195611455862117,0.039313150245383406,0.6741456516090021,0.10024348858529863,0.3258543483909974
Stomach,0.32648170152960243,0.6432987672109813,0.6735182984703975,0.35670123278901905,0.24036483845362702,0.4022709671650033,0.13824800191110645,0.21911619247026326,0.21701104163580545,0.28326551467815164,0.22165606806319407,0.11197436936690008,0.1101030299130649,0.6110886028563939,0.27880836723054075,0.2168932335504721,0.6423584645743137,0.7831067664495275,0.3576415354256861,0.2665956706001251,0.36382639160546526,0.1171230088150313,0.2524549289793785,0.10213346577811493,0.2126303175053484,0.16458580582728477,0.08198330119025247,0.057357580528730245,0.22273295333009616,0.47319508196813576,0.09767440564431441,0.3433832020480208,0.6206798121316278,0.6566167979519791,0.37932018786837196,0.2108821713859902,0.4406870752555712,0.1098638055187511,0.23856694783968752,0.24069866981657598,0.3639866992287391,0.25152335599772707,0.14379127495695804,0.08391087059721627,0.28197405833118433,0.4801386421280348,0.1539764289435644,0.1935028248587571,0.6349327862155371,0.2549435028248588,0.36506721378446316,0.12200491278712321,0.25182712550688513,0.06594832763634087,0.16497975002459916,0.5515536723163842,0.6143631862398524,0.3856368137601478,0.04176841236273672,0.6256706309433097,0.10727156616598699,0.3743293690566907
Testis,0.4169551886589836,0.5556125214962587,0.583044811341015,0.4443874785037409,0.28064584430296646,0.35069430240348615,0.1135001786111652,0.2551596746823823,0.26605979325087525,0.23720451555969638,0.24223919987820539,0.147770904669146,0.18374956825223926,0.49055053178659463,0.3256998999611669,0.3039425448493425,0.5690557779665386,0.6960574551506595,0.4309442220334615,0.2924826646964316,0.3126209517574364,0.10608134141932936,0.28881504212680287,0.10034177623382648,0.1537774583561145,0.1622419692030588,0.0753398030779186,0.07974100630493083,0.18556241251553654,0.3775114486223152,0.13834537398709598,0.4304419776858283,0.5424068220197876,0.5695580223141734,0.4575931779802125,0.2479988948350716,0.38115114815580875,0.09458742730502157,0.2762625297040979,0.2772647414820797,0.31524743686555,0.24308159190440923,0.16440622974796004,0.12772428316032533,0.23799441630122423,0.4442966997533695,0.189984600785081,0.30992313067784755,0.5531849616050722,0.2331411600279526,0.44681503839492803,0.1555977443235165,0.21710615007078388,0.05502979780293297,0.1872908875739233,0.45693570929419963,0.534452311175737,0.4655476888242627,0.08395754373080193,0.5445919741386102,0.13488221483931961,0.4554080258613903
Thyroid Gland,0.3779104186028495,0.6002079991314401,0.6220895813971502,0.3997920008685604,0.2556256839069227,0.37594207498102244,0.1452943289688772,0.22313791214317857,0.22453867395037025,0.27253630897563,0.2300825245966288,0.13651523484496686,0.14699354505770473,0.5319460750885541,0.32106037985374175,0.24462491734562108,0.6107687520513987,0.7553750826543785,0.3892312479486013,0.2677522460933182,0.34122999833633605,0.12742367687641792,0.26359407869392837,0.0936642219892388,0.1860256034700203,0.20000089019700976,0.06568808579673344,0.06493334460033048,0.20705853250613065,0.426685687456517,0.11964952178575075,0.37779101695936657,0.6029759804828672,0.6222089830406334,0.3970240195171337,0.22746926394334954,0.40857895275627115,0.12032027152187016,0.24363151177850942,0.25276182403256214,0.34374077646285744,0.2649546983314952,0.13854270117308626,0.09402678075690765,0.2604271682102045,0.4905200995672054,0.15502595146568324,0.2715816005040958,0.5971014772538679,0.18872085696282295,0.4028985227461322,0.13406294158883125,0.23310870434091163,0.06746239192400941,0.15631441832565177,0.5396975425330813,0.5891248126026988,0.41087518739730206,0.06235035992295347,0.5847366911377245,0.11932255372831815,0.4152633088622755
Tonsil,0.39982251840419336,0.5815368928291527,0.6001774815958055,0.41846310717084795,0.2594974176317748,0.393823463027662,0.11129743294844459,0.2353816863921191,0.2695333621543175,0.256386768886029,0.26912274808175635,0.14415274793201935,0.14843303884586773,0.5801153253061233,0.27145163584800913,0.24961809090502834,0.6313355561261513,0.7503819090949723,0.3686644438738492,0.298315400557397,0.31204879209862396,0.08197565706215405,0.30766015028182525,0.09689483412925444,0.14851198258341294,0.15392304567566456,0.06201402737559493,0.05853972625907102,0.2503522696346457,0.4144048465358336,0.1149191414014569,0.3860628301930441,0.5973862424222134,0.6139371698069559,0.4026137575777872,0.23674489351816846,0.40760988279646043,0.0776874054541638,0.27795781823120796,0.26698188348336904,0.30413856228205827,0.28083141020101515,0.14804814403355793,0.09668569065775555,0.2947240116821398,0.44594630692620807,0.16264399073389732,0.26328079392877984,0.5576081658569091,0.2440163455925269,0.44239183414309075,0.13737690298225616,0.2291649029943464,0.043281438377194344,0.18963723882815609,0.492702860478693,0.5226946133248332,0.4773053866751658,0.05745101834383958,0.6604155668181593,0.10433299782515386,0.3395844331818417
Urinary Bladder,0.3723774905321808,0.5796355425915635,0.6276225094678192,0.4203644574084368,0.2608017110886734,0.40749615552532814,0.12057205681707997,0.21113007656891863,0.2178406194224943,0.2669659795436497,0.2436455191766502,0.14291138525724786,0.12740698649216756,0.5623145141736441,0.31027849933418844,0.23662411167198713,0.6369707454111773,0.7633758883280122,0.36302925458882285,0.30238874325985204,0.3270915543181209,0.09956978126747776,0.2709499211545493,0.10816450512215063,0.17891622375587754,0.17224041371173254,0.0791927188110945,0.053402266754076194,0.24128952828654918,0.436141899088068,0.1062402101057628,0.39280850427048825,0.6170800200163806,0.6071914957295115,0.3829199799836194,0.21263730276687637,0.41651648992103074,0.09783837462984125,0.27300783268225154,0.2574955400431251,0.33578812307690725,0.2634386404835784,0.14327769639638951,0.08887846613918839,0.2783070240841401,0.4676379875417337,0.16517652223493762,0.3364485981308409,0.5938831834297579,0.18691588785046745,0.40611681657024207,0.13402101366152205,0.2396390283153764,0.04853844769005588,0.16792414553214804,0.47663551401869086,0.564196476291504,0.43580352370849607,0.045296131577019554,0.6352178689840774,0.11762996418852416,0.3647821310159224
Appendix,0.39401082896952005,0.576162979127499,0.6059891710304801,0.42383702087250097,0.27452916702200475,0.395340025893067,0.10791178063137552,0.22221902645355338,0.252527143619507,0.26156000511799565,0.2671558340037408,0.13435339676751862,0.16775684038067415,0.5596274092855652,0.2726157503337615,0.30160130797423934,0.6292696189108639,0.6983986920257608,0.37073038108913603,0.30004082322024095,0.3308198323757318,0.08638406902025907,0.2827552753837684,0.09006345777928165,0.16376730603656411,0.15706473849836014,0.06942152006254709,0.06850494424539749,0.23102695589891936,0.4163572123654013,0.11315787003323555,0.411795449963713,0.5762510096465303,0.5882045500362869,0.4237489903534695,0.2254971970662737,0.4022927212645198,0.0824044327365376,0.28980564893266936,0.28223270604432776,0.31473404558055174,0.2601960577771521,0.14283719059796868,0.09332868089979775,0.268336638528988,0.47640682673910817,0.1619278538321066,0.2888349514563101,0.5911900048923907,0.23543689320388295,0.40880999510760896,0.14622561383109695,0.2312546955362638,0.04705524928076382,0.17955103946636183,0.47572815533980695,0.5582385050563865,0.4417614949436137,0.05826293191694408,0.6354270451846862,0.1126900855401029,0.3645729548153133
Skin,0.322407236671095,0.6530453389997507,0.6775927633289051,0.34695466100024974,0.23589392128811737,0.4194295445865368,0.13861005096196383,0.20606648316338388,0.18875143415117013,0.27720339774607944,0.21851817313705998,0.11766132028502224,0.12645853363093848,0.5990297923130709,0.27451167405599036,0.22408497918635123,0.6532043845686781,0.775915020813649,0.346795615431322,0.24768880456720752,0.37069100727997434,0.12802526880269036,0.25359491935012907,0.09714045375426633,0.2203677860967086,0.20324047435668705,0.07198167850410912,0.05727204964432733,0.22215693750077728,0.46446634176953766,0.10254644807945537,0.33662565490921537,0.6371221459618682,0.6633743450907849,0.36287785403813194,0.20154143595039906,0.43830526090920163,0.11912174758188267,0.24103155555851738,0.214470680167176,0.38869162576961547,0.2548766476443449,0.14196104641886395,0.08512857523646541,0.2777716897177177,0.5002717433701217,0.1368279916756959,0.24937965260545905,0.6404334675094304,0.19975186104218362,0.3595665324905704,0.12465986812551888,0.2548563391159595,0.06782544585540116,0.1577936288720196,0.5508684863523573,0.6182749662875355,0.3817250337124648,0.0489226037724474,0.6345222540255433,0.10463561923345586,0.36547774597445576
