Gene ID,Tissue
ENSG00000027644,Testis
ENSG00000027869,Appendix
ENSG00000028137,Appendix
ENSG00000028277,Lymph Node
ENSG00000028277,Tonsil
ENSG00000028839,Testis
ENSG00000029153,Esophagus
ENSG00000029534,Bone Marrow
ENSG00000029534,Skeletal Muscle
ENSG00000029559,Cerebral Cortex
ENSG00000029559,Placenta
ENSG00000029559,Appendix
ENSG00000029993,Placenta
ENSG00000032742,Testis
ENSG00000033627,Cerebral Cortex
ENSG00000033867,Duodenum
ENSG00000034053,Cerebral Cortex
ENSG00000034152,Bone Marrow
ENSG00000034239,Fallopian Tube
ENSG00000034971,Esophagus
ENSG00000035499,Gall Bladder
ENSG00000035664,Thyroid Gland
ENSG00000035720,Lymph Node
ENSG00000035720,Tonsil
ENSG00000035862,Ovary
ENSG00000036257,Testis
ENSG00000036448,Heart
ENSG00000036448,Skeletal Muscle
ENSG00000036473,Duodenum
ENSG00000036473,Liver
ENSG00000036473,Small Intestine
ENSG00000036530,Cerebral Cortex
ENSG00000036565,Adrenal Gland
ENSG00000036672,Testis
ENSG00000036828,Gall Bladder
ENSG00000036828,Kidney
ENSG00000038295,Placenta
ENSG00000038427,Appendix
ENSG00000038532,Testis
ENSG00000038945,Lung
ENSG00000039139,Fallopian Tube
ENSG00000039537,Liver
ENSG00000039600,Testis
ENSG00000039987,Colon
ENSG00000039987,Rectum
ENSG00000039987,Tonsil
ENSG00000040275,Testis
ENSG00000040608,Cerebral Cortex
ENSG00000040731,Cerebral Cortex
ENSG00000041353,Stomach
ENSG00000041515,Cerebral Cortex
ENSG00000041982,Smooth Muscle
ENSG00000041982,Appendix
ENSG00000042304,Placenta
ENSG00000042304,Testis
ENSG00000042317,Testis
ENSG00000042445,Adipose
ENSG00000042781,Liver
ENSG00000042813,Testis
ENSG00000042832,Thyroid Gland
ENSG00000042980,Stomach
ENSG00000043039,Esophagus
ENSG00000043039,Salivary Gland
ENSG00000043355,Cerebral Cortex
ENSG00000043355,Testis
ENSG00000043591,Placenta
ENSG00000044012,Colon
ENSG00000044012,Small Intestine
ENSG00000044524,Prostate gland
ENSG00000044574,Thyroid Gland
ENSG00000046653,Cerebral Cortex
ENSG00000046774,Testis
ENSG00000047457,Liver
ENSG00000047578,Fallopian Tube
ENSG00000047617,Testis
ENSG00000047648,Prostate gland
ENSG00000047662,Cerebral Cortex
ENSG00000047936,Lung
ENSG00000048462,Tonsil
ENSG00000048540,Cerebral Cortex
ENSG00000048545,Testis
ENSG00000049247,Adrenal Gland
ENSG00000049249,Lymph Node
ENSG00000049249,Tonsil
ENSG00000049768,Lymph Node
ENSG00000049768,Appendix
ENSG00000049769,Cerebral Cortex
ENSG00000050030,Cerebral Cortex
ENSG00000050165,Heart
ENSG00000050344,Placenta
ENSG00000050438,Cerebral Cortex
ENSG00000050438,Testis
ENSG00000050555,Placenta
ENSG00000050628,Endometrium
ENSG00000050628,Smooth Muscle
ENSG00000050730,Appendix
ENSG00000050767,Thyroid Gland
ENSG00000051128,Spleen
ENSG00000051180,Testis
ENSG00000052749,Bone Marrow
ENSG00000052850,Endometrium
ENSG00000052850,Testis
ENSG00000053108,Cerebral Cortex
ENSG00000053108,Urinary Bladder
ENSG00000053328,Smooth Muscle
ENSG00000053438,Cerebral Cortex
ENSG00000053438,Placenta
ENSG00000053524,Adrenal Gland
ENSG00000053524,Cerebral Cortex
ENSG00000053918,Adrenal Gland
ENSG00000053918,Thyroid Gland
ENSG00000054356,Adrenal Gland
ENSG00000054356,Cerebral Cortex
ENSG00000054523,Cerebral Cortex
ENSG00000054598,Salivary Gland
ENSG00000054690,Cerebral Cortex
ENSG00000054690,Thyroid Gland
ENSG00000054793,Cerebral Cortex
ENSG00000054796,Testis
ENSG00000054803,Adrenal Gland
ENSG00000054803,Cerebral Cortex
ENSG00000054938,Gall Bladder
ENSG00000054938,Smooth Muscle
ENSG00000054938,Appendix
ENSG00000054965,Cerebral Cortex
ENSG00000054967,Bone Marrow
ENSG00000055118,Bone Marrow
ENSG00000055118,Testis
ENSG00000055163,Cerebral Cortex
ENSG00000055732,Adrenal Gland
ENSG00000055955,Liver
ENSG00000055957,Liver
ENSG00000056277,Testis
ENSG00000056291,Placenta
ENSG00000056487,Endometrium
ENSG00000056487,Prostate gland
ENSG00000056487,Testis
ENSG00000056558,Lymph Node
ENSG00000056736,Kidney
ENSG00000056998,Adipose
ENSG00000057149,Esophagus
ENSG00000057252,Adrenal Gland
ENSG00000057294,Fallopian Tube
ENSG00000057294,Heart
ENSG00000057468,Testis
ENSG00000057593,Liver
ENSG00000057657,Esophagus
ENSG00000058056,Skeletal Muscle
ENSG00000058085,Fallopian Tube
ENSG00000058335,Cerebral Cortex
ENSG00000058335,Lung
ENSG00000058404,Cerebral Cortex
ENSG00000058668,Smooth Muscle
ENSG00000058866,Cerebral Cortex
ENSG00000059728,Bone Marrow
ENSG00000059728,Esophagus
ENSG00000059804,Bone Marrow
ENSG00000059915,Cerebral Cortex
ENSG00000060138,Skeletal Muscle
ENSG00000060140,Rectum
ENSG00000060558,Bone Marrow
ENSG00000060558,Esophagus
ENSG00000060566,Duodenum
ENSG00000060566,Liver
ENSG00000060566,Small Intestine
ENSG00000060709,Adrenal Gland
ENSG00000060709,Cerebral Cortex
ENSG00000060718,Gall Bladder
ENSG00000060718,Placenta
ENSG00000061455,Gall Bladder
ENSG00000061455,Placenta
ENSG00000061492,Testis
ENSG00000061656,Testis
ENSG00000061918,Cerebral Cortex
ENSG00000062038,Skin
ENSG00000062096,Kidney
ENSG00000062096,Skin
ENSG00000062282,Adipose
ENSG00000063015,Cerebral Cortex
ENSG00000063127,Testis
ENSG00000063180,Cerebral Cortex
ENSG00000063515,Testis
ENSG00000063587,Adrenal Gland
ENSG00000063587,Ovary
ENSG00000064042,Lung
ENSG00000064195,Placenta
ENSG00000064195,Skin
ENSG00000064199,Fallopian Tube
ENSG00000064199,Testis
ENSG00000064201,Bone Marrow
ENSG00000064205,Ovary
ENSG00000064218,Testis
ENSG00000064218,Thyroid Gland
ENSG00000064270,Rectum
ENSG00000064309,Ovary
ENSG00000064309,Thyroid Gland
ENSG00000064655,Fallopian Tube
ENSG00000064687,Spleen
ENSG00000064692,Endometrium
ENSG00000064692,Ovary
ENSG00000064703,Testis
ENSG00000064787,Stomach
ENSG00000064886,Tonsil
ENSG00000064886,Appendix
ENSG00000064989,Lung
ENSG00000065154,Duodenum
ENSG00000065154,Small Intestine
ENSG00000065325,Gall Bladder
ENSG00000065371,Testis
ENSG00000065534,Smooth Muscle
ENSG00000065609,Cerebral Cortex
ENSG00000065618,Skin
ENSG00000065665,Cerebral Cortex
ENSG00000065675,Skeletal Muscle
ENSG00000066032,Cerebral Cortex
ENSG00000066032,Testis
ENSG00000066056,Placenta
ENSG00000066185,Testis
ENSG00000066230,Gall Bladder
ENSG00000066230,Kidney
ENSG00000066230,Small Intestine
ENSG00000066248,Cerebral Cortex
ENSG00000066279,Bone Marrow
ENSG00000066294,Lymph Node
ENSG00000066336,Bone Marrow
ENSG00000066382,Thyroid Gland
ENSG00000066405,Lung
ENSG00000066405,Stomach
ENSG00000066813,Kidney
ENSG00000066813,Liver
ENSG00000066827,Placenta
ENSG00000066923,Testis
ENSG00000066926,Bone Marrow
ENSG00000067191,Cerebral Cortex
ENSG00000067191,Skeletal Muscle
ENSG00000067445,Ovary
ENSG00000067606,Cerebral Cortex
ENSG00000067715,Cerebral Cortex
ENSG00000067798,Ovary
ENSG00000067840,Cerebral Cortex
ENSG00000067842,Adrenal Gland
ENSG00000067842,Cerebral Cortex
ENSG00000068001,Spleen
ENSG00000068078,Skin
ENSG00000068615,Cerebral Cortex
ENSG00000068615,Testis
ENSG00000068650,Lung
ENSG00000068831,Lymph Node
ENSG00000068831,Spleen
ENSG00000068976,Skeletal Muscle
ENSG00000068985,Testis
ENSG00000069011,Esophagus
ENSG00000069011,Salivary Gland
ENSG00000069018,Kidney
ENSG00000069018,Testis
ENSG00000069122,Lung
ENSG00000069188,Testis
ENSG00000069206,Testis
ENSG00000069424,Cerebral Cortex
ENSG00000069482,Appendix
ENSG00000069493,Lymph Node
ENSG00000069667,Skin
ENSG00000069764,Rectum
ENSG00000069764,Stomach
ENSG00000069812,Esophagus
ENSG00000069812,Placenta
ENSG00000069812,Skin
ENSG00000070019,Colon
ENSG00000070019,Duodenum
ENSG00000070019,Rectum
ENSG00000070019,Small Intestine
ENSG00000070031,Duodenum
ENSG00000070087,Cerebral Cortex
ENSG00000070182,Bone Marrow
ENSG00000070182,Skeletal Muscle
ENSG00000070193,Ovary
ENSG00000070371,Testis
ENSG00000070388,Ovary
ENSG00000070388,Skin
ENSG00000070404,Placenta
ENSG00000070526,Rectum
ENSG00000070601,Testis
ENSG00000070601,Skin
ENSG00000070729,Adrenal Gland
ENSG00000070729,Cerebral Cortex
ENSG00000070731,Testis
ENSG00000070731,Skin
ENSG00000070748,Placenta
ENSG00000070808,Cerebral Cortex
ENSG00000070886,Adrenal Gland
ENSG00000070886,Spleen
ENSG00000070886,Testis
ENSG00000070915,Kidney
ENSG00000070985,Duodenum
ENSG00000070985,Small Intestine
ENSG00000071203,Colon
ENSG00000071203,Rectum
ENSG00000071539,Testis
ENSG00000071677,Testis
ENSG00000071909,Kidney
ENSG00000071909,Urinary Bladder
ENSG00000072041,Cerebral Cortex
ENSG00000072042,Prostate gland
ENSG00000072071,Cerebral Cortex
ENSG00000072080,Liver
ENSG00000072133,Thyroid Gland
ENSG00000072182,Adrenal Gland
ENSG00000072182,Cerebral Cortex
ENSG00000072195,Skeletal Muscle
ENSG00000072315,Cerebral Cortex
ENSG00000072571,Testis
ENSG00000072694,Placenta
ENSG00000072818,Lymph Node
ENSG00000072818,Spleen
ENSG00000072832,Cerebral Cortex
ENSG00000072840,Ovary
ENSG00000072952,Smooth Muscle
ENSG00000072954,Skeletal Muscle
ENSG00000073060,Adrenal Gland
ENSG00000073067,Adrenal Gland
ENSG00000073067,Duodenum
ENSG00000073067,Skin
ENSG00000073111,Bone Marrow
ENSG00000073146,Testis
ENSG00000073150,Cerebral Cortex
ENSG00000073282,Esophagus
ENSG00000073282,Skin
ENSG00000073464,Cerebral Cortex
ENSG00000073598,Testis
ENSG00000073670,Cerebral Cortex
ENSG00000073734,Liver
ENSG00000073734,Testis
ENSG00000073737,Colon
ENSG00000073737,Rectum
ENSG00000073754,Spleen
ENSG00000073756,Bone Marrow
ENSG00000073756,Gall Bladder
ENSG00000073756,Urinary Bladder
ENSG00000073861,Lymph Node
ENSG00000073861,Spleen
ENSG00000073969,Cerebral Cortex
ENSG00000074047,Ovary
ENSG00000074181,Placenta
ENSG00000074211,Cerebral Cortex
ENSG00000074211,Endometrium
ENSG00000074276,Duodenum
ENSG00000074276,Small Intestine
ENSG00000074317,Cerebral Cortex
ENSG00000074410,Kidney
ENSG00000074410,Skin
ENSG00000074527,Spleen
ENSG00000074590,Cerebral Cortex
ENSG00000074660,Spleen
ENSG00000074706,Thyroid Gland
ENSG00000074771,Adrenal Gland
ENSG00000074771,Spleen
ENSG00000074803,Kidney
ENSG00000074966,Lymph Node
ENSG00000075035,Cerebral Cortex
ENSG00000075035,Thyroid Gland
ENSG00000075043,Cerebral Cortex
ENSG00000075073,Esophagus
ENSG00000075073,Smooth Muscle
ENSG00000075290,Testis
ENSG00000075340,Bone Marrow
ENSG00000075340,Cerebral Cortex
ENSG00000075388,Testis
ENSG00000075429,Cerebral Cortex
ENSG00000075429,Lymph Node
ENSG00000075429,Tonsil
ENSG00000075461,Cerebral Cortex
ENSG00000075461,Lung
ENSG00000075461,Prostate gland
ENSG00000075651,Gall Bladder
ENSG00000075673,Esophagus
ENSG00000075673,Tonsil
ENSG00000075702,Testis
ENSG00000075884,Lymph Node
ENSG00000075886,Testis
ENSG00000075891,Fallopian Tube
ENSG00000075891,Kidney
ENSG00000076344,Cerebral Cortex
ENSG00000076351,Duodenum
ENSG00000076382,Testis
ENSG00000076555,Adipose
ENSG00000076662,Bone Marrow
ENSG00000076662,Lymph Node
ENSG00000076706,Adipose
ENSG00000076770,Placenta
ENSG00000076864,Thyroid Gland
ENSG00000076928,Spleen
ENSG00000077009,Heart
ENSG00000077009,Skeletal Muscle
ENSG00000077080,Cerebral Cortex
ENSG00000077157,Smooth Muscle
ENSG00000077264,Cerebral Cortex
ENSG00000077274,Placenta
ENSG00000077279,Cerebral Cortex
ENSG00000077279,Endometrium
ENSG00000077327,Fallopian Tube
ENSG00000077327,Testis
ENSG00000077498,Skin
ENSG00000077522,Heart
ENSG00000077522,Skeletal Muscle
ENSG00000077616,Endometrium
ENSG00000077616,Testis
ENSG00000077800,Testis
ENSG00000077935,Testis
ENSG00000077942,Gall Bladder
ENSG00000077984,Bone Marrow
ENSG00000078018,Cerebral Cortex
ENSG00000078043,Testis
ENSG00000078053,Cerebral Cortex
ENSG00000078081,Lung
ENSG00000078098,Endometrium
ENSG00000078098,Smooth Muscle
ENSG00000078114,Heart
ENSG00000078114,Thyroid Gland
ENSG00000078295,Cerebral Cortex
ENSG00000078328,Cerebral Cortex
ENSG00000078328,Skeletal Muscle
ENSG00000078401,Lung
ENSG00000078403,Testis
ENSG00000078487,Testis
ENSG00000078549,Cerebral Cortex
ENSG00000078549,Fallopian Tube
ENSG00000078579,Ovary
ENSG00000078579,Spleen
ENSG00000078589,Lymph Node
ENSG00000078589,Tonsil
ENSG00000078725,Cerebral Cortex
ENSG00000078795,Testis
ENSG00000078814,Heart
ENSG00000078814,Skeletal Muscle
ENSG00000078898,Salivary Gland
ENSG00000078900,Fallopian Tube
ENSG00000078900,Skin
ENSG00000079101,Prostate gland
ENSG00000079112,Colon
ENSG00000079112,Duodenum
ENSG00000079112,Rectum
ENSG00000079112,Small Intestine
ENSG00000079150,Ovary
ENSG00000079156,Cerebral Cortex
ENSG00000079215,Cerebral Cortex
ENSG00000079263,Lymph Node
ENSG00000079263,Tonsil
ENSG00000079385,Colon
ENSG00000079385,Rectum
ENSG00000079387,Testis
ENSG00000079393,Skeletal Muscle
ENSG00000079393,Testis
ENSG00000079435,Adipose
ENSG00000079557,Liver
ENSG00000079689,Colon
ENSG00000079689,Rectum
ENSG00000079739,Skeletal Muscle
ENSG00000079841,Cerebral Cortex
ENSG00000079931,Endometrium
ENSG00000079931,Smooth Muscle
ENSG00000080007,Testis
ENSG00000080031,Duodenum
ENSG00000080031,Small Intestine
ENSG00000080166,Skin
ENSG00000080224,Ovary
ENSG00000080224,Testis
ENSG00000080293,Duodenum
ENSG00000080293,Pancreas
ENSG00000080493,Kidney
ENSG00000080511,Kidney
ENSG00000080511,Testis
ENSG00000080572,Fallopian Tube
ENSG00000080572,Testis
ENSG00000080573,Placenta
ENSG00000080618,Liver
ENSG00000080644,Adrenal Gland
ENSG00000080709,Adrenal Gland
ENSG00000080709,Liver
ENSG00000080822,Cerebral Cortex
ENSG00000080823,Testis
ENSG00000080910,Liver
ENSG00000081041,Liver
ENSG00000081051,Kidney
ENSG00000081051,Liver
ENSG00000081059,Lymph Node
ENSG00000081138,Cerebral Cortex
ENSG00000081138,Prostate gland
ENSG00000081148,Fallopian Tube
ENSG00000081181,Prostate gland
ENSG00000081181,Thyroid Gland
ENSG00000081237,Lymph Node
ENSG00000081237,Appendix
ENSG00000081248,Skeletal Muscle
ENSG00000081277,Esophagus
ENSG00000081277,Skin
ENSG00000081479,Kidney
ENSG00000081479,Thyroid Gland
ENSG00000081800,Kidney
ENSG00000081800,Small Intestine
ENSG00000081842,Cerebral Cortex
ENSG00000081985,Placenta
ENSG00000082074,Lymph Node
ENSG00000082074,Appendix
ENSG00000082175,Endometrium
ENSG00000082175,Smooth Muscle
ENSG00000082196,Urinary Bladder
ENSG00000082482,Adrenal Gland
ENSG00000082556,Cerebral Cortex
ENSG00000082556,Prostate gland
ENSG00000082684,Cerebral Cortex
ENSG00000083067,Kidney
ENSG00000083290,Testis
ENSG00000083307,Prostate gland
ENSG00000083307,Skin
ENSG00000083454,Lymph Node
ENSG00000083454,Spleen
ENSG00000083454,Tonsil
ENSG00000083720,Heart
ENSG00000083782,Placenta
ENSG00000083807,Liver
ENSG00000084110,Liver
ENSG00000084110,Skin
ENSG00000084444,Cerebral Cortex
ENSG00000084453,Cerebral Cortex
ENSG00000084628,Adrenal Gland
ENSG00000084628,Cerebral Cortex
ENSG00000084636,Ovary
ENSG00000084674,Liver
ENSG00000084674,Small Intestine
ENSG00000084693,Testis
ENSG00000084710,Cerebral Cortex
ENSG00000084731,Cerebral Cortex
ENSG00000084734,Liver
ENSG00000084764,Cerebral Cortex
ENSG00000085265,Bone Marrow
ENSG00000085265,Appendix
ENSG00000085382,Placenta
ENSG00000085433,Cerebral Cortex
ENSG00000085465,Fallopian Tube
ENSG00000085514,Appendix
ENSG00000085552,Skin
ENSG00000085563,Adrenal Gland
ENSG00000085563,Small Intestine
ENSG00000085644,Testis
ENSG00000085662,Adrenal Gland
ENSG00000085741,Adipose
ENSG00000085831,Testis
ENSG00000085840,Bone Marrow
ENSG00000085999,Testis
ENSG00000086159,Kidney
ENSG00000086205,Duodenum
ENSG00000086205,Prostate gland
ENSG00000086288,Bone Marrow
ENSG00000086288,Testis
ENSG00000086300,Cerebral Cortex
ENSG00000086506,Bone Marrow
ENSG00000086544,Esophagus
ENSG00000086548,Lung
ENSG00000086570,Esophagus
ENSG00000086570,Skin
ENSG00000086696,Duodenum
ENSG00000086696,Placenta
ENSG00000086717,Testis
ENSG00000086730,Lymph Node
ENSG00000086967,Skeletal Muscle
ENSG00000086991,Kidney
ENSG00000087074,Bone Marrow
ENSG00000087085,Skeletal Muscle
ENSG00000087116,Smooth Muscle
ENSG00000087128,Esophagus
ENSG00000087237,Lymph Node
ENSG00000087237,Spleen
ENSG00000087245,Gall Bladder
ENSG00000087245,Urinary Bladder
ENSG00000087250,Cerebral Cortex
ENSG00000087253,Thyroid Gland
ENSG00000087258,Cerebral Cortex
ENSG00000087303,Placenta
ENSG00000087495,Cerebral Cortex
ENSG00000087510,Placenta
ENSG00000087510,Skin
ENSG00000087586,Testis
ENSG00000087589,Lung
ENSG00000087589,Appendix
ENSG00000087903,Testis
ENSG00000088002,Esophagus
ENSG00000088002,Skin
ENSG00000088053,Testis
ENSG00000088053,Skin
ENSG00000088305,Testis
ENSG00000088320,Fallopian Tube
ENSG00000088386,Duodenum
ENSG00000088386,Small Intestine
ENSG00000088538,Cerebral Cortex
ENSG00000088538,Thyroid Gland
ENSG00000088726,Esophagus
ENSG00000088726,Skin
ENSG00000088727,Testis
ENSG00000088756,Testis
ENSG00000088782,Kidney
ENSG00000088836,Salivary Gland
ENSG00000088836,Thyroid Gland
ENSG00000088882,Gall Bladder
ENSG00000088899,Cerebral Cortex
ENSG00000088926,Liver
ENSG00000088992,Salivary Gland
ENSG00000088992,Stomach
ENSG00000089012,Lymph Node
ENSG00000089012,Tonsil
ENSG00000089101,Fallopian Tube
ENSG00000089101,Testis
ENSG00000089116,Cerebral Cortex
ENSG00000089116,Stomach
ENSG00000089169,Cerebral Cortex
ENSG00000089199,Adrenal Gland
ENSG00000089220,Adrenal Gland
ENSG00000089225,Heart
ENSG00000089225,Lung
ENSG00000089225,Placenta
ENSG00000089234,Testis
ENSG00000089250,Skeletal Muscle
ENSG00000089356,Colon
ENSG00000089356,Rectum
ENSG00000089505,Testis
ENSG00000089639,Spleen
ENSG00000089685,Bone Marrow
ENSG00000089692,Spleen
ENSG00000089723,Testis
ENSG00000089820,Spleen
ENSG00000089847,Cerebral Cortex
ENSG00000089847,Testis
ENSG00000090013,Bone Marrow
ENSG00000090104,Appendix
ENSG00000090339,Lung
ENSG00000090382,Bone Marrow
ENSG00000090382,Salivary Gland
ENSG00000090402,Duodenum
ENSG00000090402,Small Intestine
ENSG00000090512,Liver
ENSG00000090534,Liver
ENSG00000090659,Placenta
ENSG00000090674,Spleen
ENSG00000090932,Cerebral Cortex
ENSG00000091010,Placenta
ENSG00000091106,Appendix
ENSG00000091128,Skin
ENSG00000091129,Adrenal Gland
