Gene ID,Tissue
ENSG00000115085,Spleen
ENSG00000115107,Liver
ENSG00000115112,Salivary Gland
ENSG00000115112,Thyroid Gland
ENSG00000115137,Testis
ENSG00000115138,Testis
ENSG00000115155,Cerebral Cortex
ENSG00000115155,Testis
ENSG00000115163,Lymph Node
ENSG00000115165,Tonsil
ENSG00000115194,Cerebral Cortex
ENSG00000115194,Testis
ENSG00000115221,Lung
ENSG00000115226,Adrenal Gland
ENSG00000115241,Testis
ENSG00000115252,Cerebral Cortex
ENSG00000115252,Thyroid Gland
ENSG00000115255,Duodenum
ENSG00000115255,Small Intestine
ENSG00000115255,Testis
ENSG00000115257,Testis
ENSG00000115263,Pancreas
ENSG00000115263,Rectum
ENSG00000115263,Small Intestine
ENSG00000115266,Cerebral Cortex
ENSG00000115271,Bone Marrow
ENSG00000115290,Ovary
ENSG00000115297,Adrenal Gland
ENSG00000115297,Small Intestine
ENSG00000115297,Testis
ENSG00000115353,Fallopian Tube
ENSG00000115355,Testis
ENSG00000115361,Prostate gland
ENSG00000115361,Thyroid Gland
ENSG00000115363,Liver
ENSG00000115363,Lung
ENSG00000115380,Placenta
ENSG00000115386,Duodenum
ENSG00000115386,Pancreas
ENSG00000115386,Small Intestine
ENSG00000115414,Placenta
ENSG00000115423,Fallopian Tube
ENSG00000115423,Testis
ENSG00000115425,Liver
ENSG00000115461,Ovary
ENSG00000115474,Small Intestine
ENSG00000115488,Skin
ENSG00000115507,Skin
ENSG00000115523,Spleen
ENSG00000115541,Adrenal Gland
ENSG00000115556,Skeletal Muscle
ENSG00000115592,Skeletal Muscle
ENSG00000115593,Heart
ENSG00000115593,Skeletal Muscle
ENSG00000115596,Placenta
ENSG00000115598,Skin
ENSG00000115602,Placenta
ENSG00000115607,Bone Marrow
ENSG00000115616,Colon
ENSG00000115616,Rectum
ENSG00000115616,Stomach
ENSG00000115641,Ovary
ENSG00000115648,Prostate gland
ENSG00000115648,Stomach
ENSG00000115665,Thyroid Gland
ENSG00000115705,Thyroid Gland
ENSG00000115718,Liver
ENSG00000115828,Adrenal Gland
ENSG00000115841,Adrenal Gland
ENSG00000115844,Cerebral Cortex
ENSG00000115844,Testis
ENSG00000115850,Duodenum
ENSG00000115850,Small Intestine
ENSG00000115884,Esophagus
ENSG00000115884,Skin
ENSG00000115956,Bone Marrow
ENSG00000115963,Esophagus
ENSG00000115998,Testis
ENSG00000116014,Cerebral Cortex
ENSG00000116016,Lung
ENSG00000116016,Placenta
ENSG00000116017,Placenta
ENSG00000116031,Skin
ENSG00000116032,Fallopian Tube
ENSG00000116032,Spleen
ENSG00000116039,Kidney
ENSG00000116039,Placenta
ENSG00000116039,Salivary Gland
ENSG00000116106,Cerebral Cortex
ENSG00000116127,Testis
ENSG00000116133,Adrenal Gland
ENSG00000116147,Cerebral Cortex
ENSG00000116176,Colon
ENSG00000116176,Duodenum
ENSG00000116183,Placenta
ENSG00000116218,Kidney
ENSG00000116254,Cerebral Cortex
ENSG00000116254,Testis
ENSG00000116273,Testis
ENSG00000116299,Prostate gland
ENSG00000116329,Cerebral Cortex
ENSG00000116455,Fallopian Tube
ENSG00000116514,Testis
ENSG00000116544,Cerebral Cortex
ENSG00000116544,Testis
ENSG00000116661,Cerebral Cortex
ENSG00000116668,Testis
ENSG00000116675,Cerebral Cortex
ENSG00000116678,Liver
ENSG00000116679,Bone Marrow
ENSG00000116690,Liver
ENSG00000116701,Bone Marrow
ENSG00000116701,Appendix
ENSG00000116703,Testis
ENSG00000116721,Testis
ENSG00000116741,Smooth Muscle
ENSG00000116745,Cerebral Cortex
ENSG00000116745,Prostate gland
ENSG00000116748,Skeletal Muscle
ENSG00000116761,Liver
ENSG00000116771,Kidney
ENSG00000116774,Ovary
ENSG00000116783,Heart
ENSG00000116785,Liver
ENSG00000116793,Testis
ENSG00000116819,Skin
ENSG00000116824,Lymph Node
ENSG00000116852,Bone Marrow
ENSG00000116882,Kidney
ENSG00000116882,Liver
ENSG00000116885,Fallopian Tube
ENSG00000116885,Testis
ENSG00000116962,Placenta
ENSG00000116981,Skeletal Muscle
ENSG00000116983,Cerebral Cortex
ENSG00000116985,Thyroid Gland
ENSG00000116990,Skin
ENSG00000116996,Placenta
ENSG00000116996,Tonsil
ENSG00000117009,Kidney
ENSG00000117009,Liver
ENSG00000117016,Cerebral Cortex
ENSG00000117069,Cerebral Cortex
ENSG00000117069,Lung
ENSG00000117090,Lymph Node
ENSG00000117090,Tonsil
ENSG00000117090,Appendix
ENSG00000117091,Lymph Node
ENSG00000117091,Spleen
ENSG00000117091,Tonsil
ENSG00000117115,Colon
ENSG00000117115,Rectum
ENSG00000117115,Skeletal Muscle
ENSG00000117122,Gall Bladder
ENSG00000117139,Testis
ENSG00000117148,Testis
ENSG00000117152,Cerebral Cortex
ENSG00000117154,Cerebral Cortex
ENSG00000117154,Spleen
ENSG00000117155,Testis
ENSG00000117215,Lymph Node
ENSG00000117215,Tonsil
ENSG00000117245,Spleen
ENSG00000117245,Testis
ENSG00000117281,Spleen
ENSG00000117308,Stomach
ENSG00000117318,Thyroid Gland
ENSG00000117322,Lymph Node
ENSG00000117322,Spleen
ENSG00000117322,Tonsil
ENSG00000117394,Placenta
ENSG00000117399,Testis
ENSG00000117407,Placenta
ENSG00000117425,Testis
ENSG00000117472,Colon
ENSG00000117472,Rectum
ENSG00000117477,Testis
ENSG00000117481,Testis
ENSG00000117501,Fallopian Tube
ENSG00000117501,Testis
ENSG00000117560,Lymph Node
ENSG00000117594,Liver
ENSG00000117598,Cerebral Cortex
ENSG00000117598,Testis
ENSG00000117600,Cerebral Cortex
ENSG00000117601,Liver
ENSG00000117602,Prostate gland
ENSG00000117632,Cerebral Cortex
ENSG00000117650,Testis
ENSG00000117707,Liver
ENSG00000117724,Bone Marrow
ENSG00000117834,Duodenum
ENSG00000117834,Small Intestine
ENSG00000117971,Adrenal Gland
ENSG00000117971,Testis
ENSG00000117983,Gall Bladder
ENSG00000118004,Gall Bladder
ENSG00000118017,Stomach
ENSG00000118094,Duodenum
ENSG00000118094,Small Intestine
ENSG00000118113,Bone Marrow
ENSG00000118137,Liver
ENSG00000118137,Small Intestine
ENSG00000118156,Testis
ENSG00000118160,Cerebral Cortex
ENSG00000118193,Bone Marrow
ENSG00000118194,Heart
ENSG00000118231,Ovary
ENSG00000118245,Testis
ENSG00000118271,Liver
ENSG00000118298,Cerebral Cortex
ENSG00000118307,Fallopian Tube
ENSG00000118307,Testis
ENSG00000118308,Lymph Node
ENSG00000118308,Tonsil
ENSG00000118322,Colon
ENSG00000118322,Gall Bladder
ENSG00000118322,Rectum
ENSG00000118402,Cerebral Cortex
ENSG00000118402,Skin
ENSG00000118407,Heart
ENSG00000118432,Cerebral Cortex
ENSG00000118434,Testis
ENSG00000118473,Cerebral Cortex
ENSG00000118491,Testis
ENSG00000118492,Fallopian Tube
ENSG00000118492,Testis
ENSG00000118495,Placenta
ENSG00000118503,Bone Marrow
ENSG00000118507,Adrenal Gland
ENSG00000118508,Bone Marrow
ENSG00000118513,Bone Marrow
ENSG00000118513,Rectum
ENSG00000118514,Kidney
ENSG00000118514,Liver
ENSG00000118520,Bone Marrow
ENSG00000118520,Liver
ENSG00000118526,Placenta
ENSG00000118557,Testis
ENSG00000118596,Adipose
ENSG00000118690,Testis
ENSG00000118702,Duodenum
ENSG00000118702,Small Intestine
ENSG00000118729,Heart
ENSG00000118733,Cerebral Cortex
ENSG00000118777,Small Intestine
ENSG00000118785,Gall Bladder
ENSG00000118785,Kidney
ENSG00000118785,Placenta
ENSG00000118804,Adipose
ENSG00000118849,Urinary Bladder
ENSG00000118849,Appendix
ENSG00000118898,Esophagus
ENSG00000118946,Cerebral Cortex
ENSG00000118946,Spleen
ENSG00000118972,Liver
ENSG00000118997,Fallopian Tube
ENSG00000118997,Testis
ENSG00000119042,Colon
ENSG00000119042,Rectum
ENSG00000119121,Colon
ENSG00000119121,Rectum
ENSG00000119125,Cerebral Cortex
ENSG00000119125,Duodenum
ENSG00000119125,Small Intestine
ENSG00000119147,Thyroid Gland
ENSG00000119227,Rectum
ENSG00000119283,Cerebral Cortex
ENSG00000119326,Adrenal Gland
ENSG00000119397,Testis
ENSG00000119411,Salivary Gland
ENSG00000119411,Thyroid Gland
ENSG00000119457,Lung
ENSG00000119457,Skin
ENSG00000119508,Adrenal Gland
ENSG00000119508,Urinary Bladder
ENSG00000119535,Bone Marrow
ENSG00000119535,Appendix
ENSG00000119547,Duodenum
ENSG00000119547,Gall Bladder
ENSG00000119547,Liver
ENSG00000119608,Skin
ENSG00000119614,Lymph Node
ENSG00000119614,Testis
ENSG00000119630,Placenta
ENSG00000119630,Thyroid Gland
ENSG00000119636,Testis
ENSG00000119685,Testis
ENSG00000119698,Cerebral Cortex
ENSG00000119698,Ovary
ENSG00000119698,Testis
ENSG00000119703,Testis
ENSG00000119711,Kidney
ENSG00000119715,Heart
ENSG00000119715,Kidney
ENSG00000119737,Cerebral Cortex
ENSG00000119862,Skin
ENSG00000119888,Colon
ENSG00000119888,Rectum
ENSG00000119888,Small Intestine
ENSG00000119913,Cerebral Cortex
ENSG00000119913,Liver
ENSG00000119913,Thyroid Gland
ENSG00000119915,Adipose
ENSG00000119915,Skin
ENSG00000119919,Spleen
ENSG00000119927,Adipose
ENSG00000119938,Skeletal Muscle
ENSG00000119946,Cerebral Cortex
ENSG00000119946,Testis
ENSG00000119973,Adrenal Gland
ENSG00000119973,Endometrium
ENSG00000120049,Adipose
ENSG00000120051,Fallopian Tube
ENSG00000120051,Testis
ENSG00000120053,Heart
ENSG00000120054,Liver
ENSG00000120057,Duodenum
ENSG00000120057,Pancreas
ENSG00000120057,Small Intestine
ENSG00000120068,Kidney
ENSG00000120068,Urinary Bladder
ENSG00000120075,Fallopian Tube
ENSG00000120088,Cerebral Cortex
ENSG00000120088,Endometrium
ENSG00000120093,Fallopian Tube
ENSG00000120094,Esophagus
ENSG00000120094,Testis
ENSG00000120094,Urinary Bladder
ENSG00000120094,Skin
ENSG00000120149,Placenta
ENSG00000120149,Urinary Bladder
ENSG00000120160,Testis
ENSG00000120210,Testis
ENSG00000120211,Placenta
ENSG00000120215,Skin
ENSG00000120251,Cerebral Cortex
ENSG00000120262,Fallopian Tube
ENSG00000120278,Spleen
ENSG00000120279,Spleen
ENSG00000120289,Testis
ENSG00000120306,Stomach
ENSG00000120324,Cerebral Cortex
ENSG00000120329,Testis
ENSG00000120332,Adipose
ENSG00000120337,Cerebral Cortex
ENSG00000120337,Gall Bladder
ENSG00000120341,Duodenum
ENSG00000120341,Small Intestine
ENSG00000120436,Lymph Node
ENSG00000120436,Spleen
ENSG00000120440,Testis
ENSG00000120457,Adrenal Gland
ENSG00000120457,Spleen
ENSG00000120471,Esophagus
ENSG00000120471,Skin
ENSG00000120498,Pancreas
ENSG00000120498,Testis
ENSG00000120563,Testis
ENSG00000120645,Cerebral Cortex
ENSG00000120658,Testis
ENSG00000120659,Lymph Node
ENSG00000120659,Appendix
ENSG00000120669,Testis
ENSG00000120693,Thyroid Gland
ENSG00000120708,Placenta
ENSG00000120729,Skeletal Muscle
ENSG00000120738,Ovary
ENSG00000120756,Duodenum
ENSG00000120756,Small Intestine
ENSG00000120875,Stomach
ENSG00000120903,Prostate gland
ENSG00000120907,Liver
ENSG00000120913,Spleen
ENSG00000120937,Heart
ENSG00000120952,Testis
ENSG00000121053,Bone Marrow
ENSG00000121058,Testis
ENSG00000121068,Lung
ENSG00000121068,Placenta
ENSG00000121075,Lung
ENSG00000121075,Placenta
ENSG00000121101,Testis
ENSG00000121152,Testis
ENSG00000121207,Duodenum
ENSG00000121207,Small Intestine
ENSG00000121210,Lymph Node
ENSG00000121211,Testis
ENSG00000121270,Testis
ENSG00000121297,Ovary
ENSG00000121314,Duodenum
ENSG00000121335,Salivary Gland
ENSG00000121351,Pancreas
ENSG00000121380,Rectum
ENSG00000121380,Testis
ENSG00000121410,Liver
ENSG00000121446,Testis
ENSG00000121552,Esophagus
ENSG00000121552,Tonsil
ENSG00000121570,Bone Marrow
ENSG00000121570,Placenta
ENSG00000121570,Testis
ENSG00000121577,Heart
ENSG00000121594,Tonsil
ENSG00000121594,Appendix
ENSG00000121621,Testis
ENSG00000121634,Testis
ENSG00000121653,Cerebral Cortex
ENSG00000121690,Liver
ENSG00000121690,Small Intestine
ENSG00000121690,Testis
ENSG00000121742,Esophagus
ENSG00000121743,Heart
ENSG00000121743,Placenta
ENSG00000121753,Cerebral Cortex
ENSG00000121764,Adrenal Gland
ENSG00000121769,Heart
ENSG00000121807,Appendix
ENSG00000121853,Adrenal Gland
ENSG00000121853,Testis
ENSG00000121871,Cerebral Cortex
ENSG00000121871,Fallopian Tube
ENSG00000121895,Lymph Node
ENSG00000121895,Tonsil
ENSG00000121900,Colon
ENSG00000121904,Cerebral Cortex
ENSG00000121904,Gall Bladder
ENSG00000121905,Cerebral Cortex
ENSG00000121933,Testis
ENSG00000121966,Bone Marrow
ENSG00000121966,Tonsil
ENSG00000122012,Cerebral Cortex
ENSG00000122025,Spleen
ENSG00000122121,Duodenum
ENSG00000122121,Kidney
ENSG00000122121,Small Intestine
ENSG00000122122,Lymph Node
ENSG00000122122,Tonsil
ENSG00000122133,Placenta
ENSG00000122136,Fallopian Tube
ENSG00000122136,Testis
ENSG00000122145,Testis
ENSG00000122145,Thyroid Gland
ENSG00000122180,Skeletal Muscle
ENSG00000122188,Lymph Node
ENSG00000122188,Tonsil
ENSG00000122194,Liver
ENSG00000122223,Spleen
ENSG00000122224,Lymph Node
ENSG00000122224,Spleen
ENSG00000122224,Tonsil
ENSG00000122254,Cerebral Cortex
ENSG00000122304,Testis
ENSG00000122367,Heart
ENSG00000122367,Skeletal Muscle
ENSG00000122375,Cerebral Cortex
ENSG00000122378,Adipose
ENSG00000122420,Endometrium
ENSG00000122420,Smooth Muscle
ENSG00000122432,Testis
ENSG00000122477,Heart
ENSG00000122477,Skeletal Muscle
ENSG00000122483,Testis
ENSG00000122543,Lymph Node
ENSG00000122574,Ovary
ENSG00000122574,Testis
ENSG00000122584,Adrenal Gland
ENSG00000122584,Cerebral Cortex
ENSG00000122585,Adrenal Gland
ENSG00000122585,Prostate gland
ENSG00000122641,Gall Bladder
ENSG00000122644,Testis
ENSG00000122679,Lung
ENSG00000122691,Adipose
ENSG00000122691,Placenta
ENSG00000122711,Colon
ENSG00000122711,Rectum
ENSG00000122711,Small Intestine
ENSG00000122728,Testis
ENSG00000122733,Cerebral Cortex
ENSG00000122733,Testis
ENSG00000122735,Fallopian Tube
ENSG00000122735,Testis
ENSG00000122756,Adipose
ENSG00000122787,Liver
ENSG00000122824,Testis
ENSG00000122852,Lung
ENSG00000122859,Duodenum
ENSG00000122859,Small Intestine
ENSG00000122862,Bone Marrow
ENSG00000122877,Thyroid Gland
ENSG00000122966,Cerebral Cortex
ENSG00000122986,Tonsil
ENSG00000123080,Adipose
ENSG00000123119,Cerebral Cortex
ENSG00000123136,Bone Marrow
ENSG00000123165,Testis
ENSG00000123171,Testis
ENSG00000123307,Adrenal Gland
ENSG00000123307,Testis
ENSG00000123329,Lymph Node
ENSG00000123329,Spleen
ENSG00000123342,Appendix
ENSG00000123358,Ovary
ENSG00000123364,Skin
ENSG00000123388,Testis
ENSG00000123388,Skin
ENSG00000123405,Bone Marrow
ENSG00000123407,Adipose
ENSG00000123407,Testis
ENSG00000123407,Skin
ENSG00000123453,Liver
ENSG00000123454,Adrenal Gland
ENSG00000123485,Bone Marrow
ENSG00000123496,Testis
ENSG00000123500,Gall Bladder
ENSG00000123560,Cerebral Cortex
ENSG00000123561,Liver
ENSG00000123569,Testis
ENSG00000123572,Ovary
ENSG00000123572,Placenta
ENSG00000123576,Testis
ENSG00000123594,Testis
ENSG00000123610,Gall Bladder
ENSG00000123610,Appendix
ENSG00000123612,Adipose
ENSG00000123689,Bone Marrow
ENSG00000123836,Thyroid Gland
ENSG00000123838,Liver
ENSG00000123838,Lung
ENSG00000123843,Liver
ENSG00000123843,Ovary
ENSG00000123892,Esophagus
ENSG00000123892,Skin
ENSG00000123901,Cerebral Cortex
ENSG00000123901,Thyroid Gland
ENSG00000123975,Testis
ENSG00000123977,Fallopian Tube
ENSG00000123977,Testis
ENSG00000123999,Adrenal Gland
ENSG00000123999,Testis
ENSG00000124003,Gall Bladder
ENSG00000124006,Ovary
ENSG00000124019,Placenta
ENSG00000124089,Testis
ENSG00000124091,Bone Marrow
ENSG00000124092,Testis
ENSG00000124102,Esophagus
ENSG00000124102,Tonsil
ENSG00000124103,Testis
ENSG00000124107,Salivary Gland
ENSG00000124116,Testis
ENSG00000124134,Cerebral Cortex
ENSG00000124134,Gall Bladder
ENSG00000124140,Cerebral Cortex
ENSG00000124143,Skin
ENSG00000124157,Kidney
ENSG00000124157,Prostate gland
ENSG00000124159,Pancreas
ENSG00000124171,Kidney
ENSG00000124194,Cerebral Cortex
ENSG00000124196,Testis
ENSG00000124203,Lymph Node
ENSG00000124203,Tonsil
ENSG00000124205,Salivary Gland
ENSG00000124205,Small Intestine
ENSG00000124215,Prostate gland
ENSG00000124215,Urinary Bladder
ENSG00000124216,Gall Bladder
ENSG00000124225,Prostate gland
ENSG00000124227,Testis
ENSG00000124232,Pancreas
ENSG00000124233,Gall Bladder
ENSG00000124233,Prostate gland
ENSG00000124237,Fallopian Tube
ENSG00000124237,Testis
ENSG00000124243,Lymph Node
ENSG00000124243,Tonsil
ENSG00000124249,Fallopian Tube
ENSG00000124251,Testis
ENSG00000124253,Kidney
ENSG00000124253,Liver
ENSG00000124253,Small Intestine
ENSG00000124260,Placenta
ENSG00000124260,Testis
ENSG00000124299,Kidney
ENSG00000124313,Cerebral Cortex
ENSG00000124334,Urinary Bladder
ENSG00000124343,Skin
ENSG00000124391,Bone Marrow
ENSG00000124391,Lymph Node
ENSG00000124391,Testis
ENSG00000124429,Skin
ENSG00000124440,Placenta
ENSG00000124449,Testis
ENSG00000124466,Esophagus
ENSG00000124466,Skin
ENSG00000124467,Placenta
ENSG00000124469,Bone Marrow
ENSG00000124479,Fallopian Tube
ENSG00000124479,Ovary
ENSG00000124490,Testis
ENSG00000124491,Placenta
ENSG00000124493,Cerebral Cortex
ENSG00000124493,Testis
ENSG00000124507,Cerebral Cortex
ENSG00000124557,Lymph Node
ENSG00000124557,Tonsil
ENSG00000124564,Kidney
ENSG00000124568,Kidney
ENSG00000124568,Liver
ENSG00000124575,Bone Marrow
ENSG00000124602,Duodenum
ENSG00000124602,Small Intestine
ENSG00000124602,Stomach
ENSG00000124610,Ovary
ENSG00000124610,Testis
ENSG00000124610,Tonsil
ENSG00000124610,Skin
ENSG00000124635,Testis
ENSG00000124657,Placenta
ENSG00000124664,Prostate gland
ENSG00000124678,Testis
ENSG00000124701,Heart
ENSG00000124701,Skeletal Muscle
ENSG00000124713,Liver
ENSG00000124713,Pancreas
ENSG00000124713,Prostate gland
ENSG00000124721,Testis
ENSG00000124731,Bone Marrow
ENSG00000124731,Lung
ENSG00000124731,Appendix
ENSG00000124743,Heart
ENSG00000124743,Skeletal Muscle
ENSG00000124749,Placenta
ENSG00000124772,Cerebral Cortex
ENSG00000124780,Lung
ENSG00000124785,Cerebral Cortex
ENSG00000124812,Testis
ENSG00000124818,Testis
ENSG00000124827,Testis
ENSG00000124839,Duodenum
ENSG00000124839,Small Intestine
ENSG00000124875,Spleen
ENSG00000124875,Urinary Bladder
ENSG00000124882,Bone Marrow
ENSG00000124900,Testis
ENSG00000124920,Cerebral Cortex
ENSG00000124920,Stomach
ENSG00000124935,Fallopian Tube
ENSG00000124939,Endometrium
ENSG00000124939,Fallopian Tube
ENSG00000125046,Testis
ENSG00000125084,Appendix
ENSG00000125089,Spleen
ENSG00000125144,Kidney
ENSG00000125144,Thyroid Gland
ENSG00000125207,Testis
ENSG00000125245,Lymph Node
ENSG00000125245,Tonsil
ENSG00000125255,Duodenum
ENSG00000125255,Kidney
ENSG00000125255,Small Intestine
ENSG00000125257,Prostate gland
ENSG00000125285,Cerebral Cortex
ENSG00000125285,Stomach
ENSG00000125285,Skin
ENSG00000125319,Testis
ENSG00000125337,Adipose
ENSG00000125355,Ovary
ENSG00000125363,Testis
ENSG00000125378,Placenta
ENSG00000125388,Testis
ENSG00000125409,Testis
ENSG00000125414,Skeletal Muscle
ENSG00000125430,Liver
ENSG00000125462,Cerebral Cortex
ENSG00000125498,Lung
ENSG00000125498,Spleen
ENSG00000125508,Spleen
ENSG00000125508,Stomach
ENSG00000125510,Cerebral Cortex
ENSG00000125522,Adrenal Gland
ENSG00000125522,Cerebral Cortex
ENSG00000125531,Testis
ENSG00000125533,Testis
ENSG00000125538,Bone Marrow
ENSG00000125538,Appendix
ENSG00000125551,Liver
ENSG00000125571,Skin
ENSG00000125618,Thyroid Gland
ENSG00000125652,Testis
ENSG00000125675,Cerebral Cortex
ENSG00000125726,Lymph Node
ENSG00000125730,Liver
ENSG00000125744,Skeletal Muscle
ENSG00000125775,Duodenum
ENSG00000125775,Small Intestine
ENSG00000125780,Esophagus
ENSG00000125787,Ovary
ENSG00000125787,Testis
ENSG00000125788,Prostate gland
ENSG00000125788,Testis
ENSG00000125798,Lung
ENSG00000125798,Stomach
ENSG00000125810,Placenta
ENSG00000125813,Tonsil
ENSG00000125814,Cerebral Cortex
ENSG00000125815,Testis
ENSG00000125816,Testis
ENSG00000125820,Cerebral Cortex
ENSG00000125820,Duodenum
ENSG00000125820,Stomach
ENSG00000125823,Testis
ENSG00000125831,Testis
ENSG00000125841,Cerebral Cortex
ENSG00000125850,Stomach
ENSG00000125851,Adrenal Gland
ENSG00000125851,Cerebral Cortex
ENSG00000125861,Testis
ENSG00000125861,Thyroid Gland
ENSG00000125869,Cerebral Cortex
ENSG00000125869,Fallopian Tube
ENSG00000125869,Ovary
ENSG00000125872,Lung
ENSG00000125878,Adipose
ENSG00000125878,Heart
ENSG00000125878,Placenta
ENSG00000125878,Skeletal Muscle
ENSG00000125879,Gall Bladder
ENSG00000125888,Testis
ENSG00000125895,Lung
ENSG00000125895,Placenta
ENSG00000125900,Testis
ENSG00000125910,Spleen
ENSG00000125931,Testis
ENSG00000125965,Salivary Gland
ENSG00000125966,Cerebral Cortex
ENSG00000125975,Testis
ENSG00000125998,Esophagus
ENSG00000125998,Skin
ENSG00000125999,Lung
ENSG00000125999,Stomach
ENSG00000126010,Pancreas
ENSG00000126016,Placenta
ENSG00000126218,Liver
ENSG00000126231,Kidney
ENSG00000126231,Liver
ENSG00000126233,Esophagus
ENSG00000126233,Skin
ENSG00000126246,Lymph Node
ENSG00000126251,Appendix
ENSG00000126259,Pancreas
ENSG00000126262,Bone Marrow
ENSG00000126262,Appendix
ENSG00000126264,Bone Marrow
ENSG00000126264,Spleen
ENSG00000126266,Bone Marrow
ENSG00000126266,Ovary
ENSG00000126337,Tonsil
ENSG00000126353,Lymph Node
ENSG00000126353,Tonsil
ENSG00000126353,Appendix
ENSG00000126467,Testis
ENSG00000126500,Cerebral Cortex
ENSG00000126500,Thyroid Gland
ENSG00000126545,Adipose
ENSG00000126549,Salivary Gland
ENSG00000126550,Salivary Gland
ENSG00000126562,Kidney
ENSG00000126562,Prostate gland
ENSG00000126562,Rectum
ENSG00000126583,Cerebral Cortex
ENSG00000126709,Placenta
ENSG00000126733,Cerebral Cortex
ENSG00000126733,Fallopian Tube
ENSG00000126752,Testis
ENSG00000126759,Bone Marrow
ENSG00000126759,Spleen
ENSG00000126778,Prostate gland
ENSG00000126778,Salivary Gland
ENSG00000126778,Skeletal Muscle
ENSG00000126803,Testis
ENSG00000126838,Liver
ENSG00000126856,Testis
ENSG00000126861,Cerebral Cortex
ENSG00000126870,Testis
ENSG00000126878,Spleen
ENSG00000126878,Thyroid Gland
ENSG00000126882,Lymph Node
ENSG00000126883,Testis
ENSG00000126890,Heart
ENSG00000126890,Testis
ENSG00000126895,Adipose
ENSG00000126950,Cerebral Cortex
ENSG00000127074,Lymph Node
ENSG00000127074,Tonsil
ENSG00000127084,Lymph Node
ENSG00000127084,Spleen
ENSG00000127129,Small Intestine
ENSG00000127152,Lymph Node
ENSG00000127152,Skin
ENSG00000127220,Testis
ENSG00000127241,Endometrium
ENSG00000127241,Liver
ENSG00000127249,Lung
ENSG00000127249,Thyroid Gland
ENSG00000127252,Testis
ENSG00000127318,Urinary Bladder
ENSG00000127318,Appendix
ENSG00000127324,Colon
ENSG00000127324,Duodenum
ENSG00000127324,Rectum
ENSG00000127324,Small Intestine
ENSG00000127325,Skeletal Muscle
ENSG00000127325,Testis
ENSG00000127362,Ovary
ENSG00000127362,Skin
ENSG00000127377,Thyroid Gland
ENSG00000127412,Kidney
ENSG00000127418,Thyroid Gland
ENSG00000127423,Testis
ENSG00000127472,Heart
ENSG00000127472,Ovary
ENSG00000127472,Placenta
ENSG00000127507,Appendix
ENSG00000127530,Adrenal Gland
ENSG00000127530,Testis
ENSG00000127533,Thyroid Gland
ENSG00000127561,Cerebral Cortex
ENSG00000127564,Bone Marrow
ENSG00000127564,Testis
ENSG00000127585,Cerebral Cortex
ENSG00000127588,Cerebral Cortex
ENSG00000127588,Duodenum
ENSG00000127588,Small Intestine
ENSG00000127588,Testis
ENSG00000127743,Testis
ENSG00000127824,Skin
ENSG00000127831,Duodenum
ENSG00000127831,Small Intestine
ENSG00000127863,Skin
ENSG00000127920,Placenta
ENSG00000127928,Placenta
ENSG00000128011,Cerebral Cortex
ENSG00000128040,Testis
ENSG00000128045,Ovary
ENSG00000128052,Placenta
ENSG00000128165,Thyroid Gland
ENSG00000128218,Lymph Node
ENSG00000128218,Spleen
ENSG00000128218,Tonsil
ENSG00000128242,Duodenum
ENSG00000128242,Small Intestine
ENSG00000128245,Cerebral Cortex
ENSG00000128250,Adrenal Gland
ENSG00000128250,Liver
ENSG00000128250,Prostate gland
ENSG00000128250,Testis
ENSG00000128253,Prostate gland
ENSG00000128266,Cerebral Cortex
ENSG00000128268,Cerebral Cortex
ENSG00000128271,Bone Marrow
ENSG00000128276,Testis
ENSG00000128285,Cerebral Cortex
ENSG00000128298,Duodenum
ENSG00000128298,Small Intestine
ENSG00000128310,Testis
ENSG00000128313,Gall Bladder
ENSG00000128313,Skeletal Muscle
ENSG00000128313,Testis
ENSG00000128322,Bone Marrow
ENSG00000128322,Testis
ENSG00000128340,Lymph Node
ENSG00000128340,Tonsil
ENSG00000128342,Gall Bladder
ENSG00000128342,Appendix
ENSG00000128346,Testis
ENSG00000128383,Bone Marrow
ENSG00000128383,Appendix
ENSG00000128408,Fallopian Tube
ENSG00000128408,Testis
ENSG00000128422,Urinary Bladder
ENSG00000128482,Cerebral Cortex
ENSG00000128510,Skin
ENSG00000128536,Fallopian Tube
ENSG00000128564,Cerebral Cortex
ENSG00000128578,Cerebral Cortex
ENSG00000128578,Testis
ENSG00000128581,Testis
ENSG00000128591,Skeletal Muscle
ENSG00000128594,Cerebral Cortex
ENSG00000128596,Testis
ENSG00000128606,Ovary
ENSG00000128610,Testis
ENSG00000128645,Fallopian Tube
ENSG00000128652,Endometrium
ENSG00000128655,Prostate gland
ENSG00000128656,Cerebral Cortex
ENSG00000128683,Cerebral Cortex
ENSG00000128709,Endometrium
ENSG00000128710,Endometrium
ENSG00000128713,Endometrium
ENSG00000128713,Prostate gland
ENSG00000128714,Prostate gland
ENSG00000128739,Thyroid Gland
ENSG00000128815,Lymph Node
ENSG00000128815,Spleen
ENSG00000128849,Kidney
ENSG00000128872,Cerebral Cortex
ENSG00000128886,Lymph Node
ENSG00000128886,Tonsil
ENSG00000128917,Placenta
ENSG00000128918,Endometrium
ENSG00000128918,Fallopian Tube
ENSG00000128944,Testis
ENSG00000128965,Esophagus
ENSG00000128965,Pancreas
ENSG00000129009,Endometrium
ENSG00000129116,Endometrium
