Gene ID,Tissue
ENSG00000118193,Bone Marrow
ENSG00000118194,Heart
ENSG00000118197,Thyroid Gland
ENSG00000118200,Cerebral Cortex
ENSG00000118217,Thyroid Gland
ENSG00000118231,Ovary
ENSG00000118242,Esophagus
ENSG00000118245,Testis
ENSG00000118246,Thyroid Gland
ENSG00000118257,Smooth Muscle
ENSG00000118260,Lymph Node
ENSG00000118263,Endometrium
ENSG00000118271,Liver
ENSG00000118276,Cerebral Cortex
ENSG00000118292,Spleen
ENSG00000118298,Cerebral Cortex
ENSG00000118307,Testis
ENSG00000118308,Lymph Node
ENSG00000118322,Colon
ENSG00000118322,Rectum
ENSG00000118363,Thyroid Gland
ENSG00000118369,Adrenal Gland
ENSG00000118402,Skin
ENSG00000118407,Heart
ENSG00000118418,Fallopian Tube
ENSG00000118420,Fallopian Tube
ENSG00000118432,Cerebral Cortex
ENSG00000118434,Testis
ENSG00000118454,Endometrium
ENSG00000118473,Cerebral Cortex
ENSG00000118482,Ovary
ENSG00000118491,Testis
ENSG00000118492,Testis
ENSG00000118495,Placenta
ENSG00000118496,Esophagus
ENSG00000118503,Bone Marrow
ENSG00000118507,Adrenal Gland
ENSG00000118508,Bone Marrow
ENSG00000118513,Bone Marrow
ENSG00000118514,Liver
ENSG00000118515,Small Intestine
ENSG00000118518,Endometrium
ENSG00000118520,Liver
ENSG00000118523,Spleen
ENSG00000118526,Placenta
ENSG00000118557,Testis
ENSG00000118564,Thyroid Gland
ENSG00000118579,Endometrium
ENSG00000118596,Adipose
ENSG00000118600,Thyroid Gland
ENSG00000118620,Ovary
ENSG00000118640,Tonsil
ENSG00000118655,Bone Marrow
ENSG00000118655,Appendix
ENSG00000118680,Placenta
ENSG00000118689,Adipose
ENSG00000118690,Testis
ENSG00000118702,Duodenum
ENSG00000118705,Thyroid Gland
ENSG00000118707,Endometrium
ENSG00000118707,Fallopian Tube
ENSG00000118729,Heart
ENSG00000118733,Cerebral Cortex
ENSG00000118762,Endometrium
ENSG00000118777,Small Intestine
ENSG00000118785,Gall Bladder
ENSG00000118804,Adipose
ENSG00000118816,Ovary
ENSG00000118849,Appendix
ENSG00000118855,Appendix
ENSG00000118873,Thyroid Gland
ENSG00000118894,Thyroid Gland
ENSG00000118898,Esophagus
ENSG00000118900,Testis
ENSG00000118922,Lymph Node
ENSG00000118939,Thyroid Gland
ENSG00000118946,Spleen
ENSG00000118960,Thyroid Gland
ENSG00000118961,Tonsil
ENSG00000118965,Endometrium
ENSG00000118971,Thyroid Gland
ENSG00000118972,Liver
ENSG00000118985,Salivary Gland
ENSG00000118997,Fallopian Tube
ENSG00000118997,Testis
ENSG00000119004,Thyroid Gland
ENSG00000119013,Colon
ENSG00000119041,Thyroid Gland
ENSG00000119042,Rectum
ENSG00000119048,Endometrium
ENSG00000119121,Rectum
ENSG00000119125,Small Intestine
ENSG00000119138,Smooth Muscle
ENSG00000119139,Lung
ENSG00000119147,Thyroid Gland
ENSG00000119185,Adipose
ENSG00000119203,Testis
ENSG00000119227,Rectum
ENSG00000119231,Testis
ENSG00000119242,Testis
ENSG00000119280,Lung
ENSG00000119283,Cerebral Cortex
ENSG00000119285,Testis
ENSG00000119314,Lymph Node
ENSG00000119318,Placenta
ENSG00000119321,Spleen
ENSG00000119326,Adrenal Gland
ENSG00000119328,Fallopian Tube
ENSG00000119333,Testis
ENSG00000119335,Lymph Node
ENSG00000119383,Testis
ENSG00000119392,Testis
ENSG00000119396,Thyroid Gland
ENSG00000119397,Testis
ENSG00000119401,Fallopian Tube
ENSG00000119402,Thyroid Gland
ENSG00000119403,Lymph Node
ENSG00000119408,Placenta
ENSG00000119411,Thyroid Gland
ENSG00000119414,Thyroid Gland
ENSG00000119421,Heart
ENSG00000119431,Duodenum
ENSG00000119446,Thyroid Gland
ENSG00000119457,Lung
ENSG00000119471,Liver
ENSG00000119487,Thyroid Gland
ENSG00000119508,Adrenal Gland
ENSG00000119509,Ovary
ENSG00000119514,Colon
ENSG00000119522,Spleen
ENSG00000119523,Thyroid Gland
ENSG00000119535,Bone Marrow
ENSG00000119537,Ovary
ENSG00000119541,Esophagus
ENSG00000119547,Gall Bladder
ENSG00000119559,Lymph Node
ENSG00000119559,Spleen
ENSG00000119574,Prostate gland
ENSG00000119596,Testis
ENSG00000119599,Thyroid Gland
ENSG00000119608,Skin
ENSG00000119614,Lymph Node
ENSG00000119614,Testis
ENSG00000119616,Thyroid Gland
ENSG00000119630,Placenta
ENSG00000119630,Thyroid Gland
ENSG00000119632,Ovary
ENSG00000119636,Testis
ENSG00000119638,Endometrium
ENSG00000119640,Adrenal Gland
ENSG00000119640,Thyroid Gland
ENSG00000119650,Fallopian Tube
ENSG00000119655,Lung
ENSG00000119661,Fallopian Tube
ENSG00000119669,Ovary
ENSG00000119673,Adipose
ENSG00000119681,Lung
ENSG00000119682,Thyroid Gland
ENSG00000119684,Thyroid Gland
ENSG00000119685,Testis
ENSG00000119686,Small Intestine
ENSG00000119686,Testis
ENSG00000119688,Endometrium
ENSG00000119689,Bone Marrow
ENSG00000119698,Cerebral Cortex
ENSG00000119699,Placenta
ENSG00000119703,Testis
ENSG00000119705,Colon
ENSG00000119707,Bone Marrow
ENSG00000119711,Kidney
ENSG00000119714,Urinary Bladder
ENSG00000119715,Kidney
ENSG00000119718,Thyroid Gland
ENSG00000119720,Thyroid Gland
ENSG00000119723,Testis
ENSG00000119725,Bone Marrow
ENSG00000119725,Testis
ENSG00000119729,Heart
ENSG00000119737,Cerebral Cortex
ENSG00000119760,Endometrium
ENSG00000119771,Adrenal Gland
ENSG00000119772,Placenta
ENSG00000119777,Smooth Muscle
ENSG00000119778,Lymph Node
ENSG00000119782,Duodenum
ENSG00000119787,Thyroid Gland
ENSG00000119801,Bone Marrow
ENSG00000119812,Testis
ENSG00000119820,Thyroid Gland
ENSG00000119844,Lymph Node
ENSG00000119862,Skin
ENSG00000119865,Cerebral Cortex
ENSG00000119866,Tonsil
ENSG00000119878,Cerebral Cortex
ENSG00000119888,Colon
ENSG00000119899,Thyroid Gland
ENSG00000119900,Cerebral Cortex
ENSG00000119906,Testis
ENSG00000119912,Skin
ENSG00000119913,Thyroid Gland
ENSG00000119915,Adipose
ENSG00000119917,Lung
ENSG00000119919,Spleen
ENSG00000119922,Spleen
ENSG00000119927,Adipose
ENSG00000119929,Skeletal Muscle
ENSG00000119938,Skeletal Muscle
ENSG00000119943,Fallopian Tube
ENSG00000119946,Testis
ENSG00000119950,Ovary
ENSG00000119953,Bone Marrow
ENSG00000119965,Testis
ENSG00000119969,Testis
ENSG00000119973,Adrenal Gland
ENSG00000119977,Thyroid Gland
ENSG00000119979,Thyroid Gland
ENSG00000119986,Ovary
ENSG00000120008,Thyroid Gland
ENSG00000120029,Lymph Node
ENSG00000120049,Adipose
ENSG00000120051,Testis
ENSG00000120053,Heart
ENSG00000120054,Liver
ENSG00000120057,Pancreas
ENSG00000120063,Bone Marrow
ENSG00000120068,Urinary Bladder
ENSG00000120071,Ovary
ENSG00000120071,Testis
ENSG00000120075,Fallopian Tube
ENSG00000120088,Cerebral Cortex
ENSG00000120093,Fallopian Tube
ENSG00000120094,Testis
ENSG00000120129,Thyroid Gland
ENSG00000120137,Duodenum
ENSG00000120149,Placenta
ENSG00000120156,Lung
ENSG00000120158,Liver
ENSG00000120159,Thyroid Gland
ENSG00000120160,Testis
ENSG00000120162,Ovary
ENSG00000120210,Testis
ENSG00000120211,Placenta
ENSG00000120215,Skin
ENSG00000120217,Appendix
ENSG00000120251,Cerebral Cortex
ENSG00000120253,Lymph Node
ENSG00000120253,Thyroid Gland
ENSG00000120254,Placenta
ENSG00000120256,Prostate gland
ENSG00000120262,Fallopian Tube
ENSG00000120265,Cerebral Cortex
ENSG00000120278,Spleen
ENSG00000120279,Spleen
ENSG00000120280,Appendix
ENSG00000120289,Testis
ENSG00000120306,Stomach
ENSG00000120314,Lymph Node
ENSG00000120314,Appendix
ENSG00000120318,Lung
ENSG00000120322,Endometrium
ENSG00000120324,Cerebral Cortex
ENSG00000120327,Endometrium
ENSG00000120328,Endometrium
ENSG00000120329,Testis
ENSG00000120332,Adipose
ENSG00000120333,Thyroid Gland
ENSG00000120334,Testis
ENSG00000120337,Cerebral Cortex
ENSG00000120337,Gall Bladder
ENSG00000120341,Duodenum
ENSG00000120341,Small Intestine
ENSG00000120370,Ovary
ENSG00000120436,Lymph Node
ENSG00000120437,Cerebral Cortex
ENSG00000120438,Testis
ENSG00000120440,Testis
ENSG00000120451,Thyroid Gland
ENSG00000120457,Adrenal Gland
ENSG00000120458,Endometrium
ENSG00000120458,Thyroid Gland
ENSG00000120471,Skin
ENSG00000120498,Testis
ENSG00000120500,Skin
ENSG00000120509,Thyroid Gland
ENSG00000120519,Placenta
ENSG00000120526,Placenta
ENSG00000120526,Testis
ENSG00000120533,Bone Marrow
ENSG00000120539,Bone Marrow
ENSG00000120549,Thyroid Gland
ENSG00000120563,Testis
ENSG00000120594,Gall Bladder
ENSG00000120616,Bone Marrow
ENSG00000120645,Cerebral Cortex
ENSG00000120647,Testis
ENSG00000120656,Lymph Node
ENSG00000120658,Testis
ENSG00000120659,Lymph Node
ENSG00000120662,Testis
ENSG00000120669,Testis
ENSG00000120675,Thyroid Gland
ENSG00000120685,Placenta
ENSG00000120686,Endometrium
ENSG00000120688,Endometrium
ENSG00000120690,Bone Marrow
ENSG00000120693,Thyroid Gland
ENSG00000120694,Cerebral Cortex
ENSG00000120696,Thyroid Gland
ENSG00000120697,Thyroid Gland
ENSG00000120699,Endometrium
ENSG00000120705,Bone Marrow
ENSG00000120708,Placenta
ENSG00000120709,Bone Marrow
ENSG00000120725,Thyroid Gland
ENSG00000120727,Testis
ENSG00000120729,Skeletal Muscle
ENSG00000120733,Ovary
ENSG00000120738,Ovary
ENSG00000120742,Thyroid Gland
ENSG00000120756,Small Intestine
ENSG00000120784,Thyroid Gland
ENSG00000120798,Endometrium
ENSG00000120800,Ovary
ENSG00000120802,Lymph Node
ENSG00000120805,Thyroid Gland
ENSG00000120820,Ovary
ENSG00000120832,Endometrium
ENSG00000120833,Endometrium
ENSG00000120837,Endometrium
ENSG00000120860,Testis
ENSG00000120868,Bone Marrow
ENSG00000120875,Stomach
ENSG00000120885,Cerebral Cortex
ENSG00000120889,Gall Bladder
ENSG00000120896,Testis
ENSG00000120899,Lymph Node
ENSG00000120903,Prostate gland
ENSG00000120907,Liver
ENSG00000120910,Testis
ENSG00000120913,Spleen
ENSG00000120915,Small Intestine
ENSG00000120925,Thyroid Gland
ENSG00000120937,Heart
ENSG00000120942,Fallopian Tube
ENSG00000120942,Ovary
ENSG00000120948,Endometrium
ENSG00000120949,Appendix
ENSG00000120952,Testis
ENSG00000120963,Cerebral Cortex
ENSG00000120963,Endometrium
ENSG00000120963,Skin
ENSG00000120992,Urinary Bladder
ENSG00000121005,Thyroid Gland
ENSG00000121022,Testis
ENSG00000121039,Gall Bladder
ENSG00000121053,Bone Marrow
ENSG00000121057,Testis
ENSG00000121058,Testis
ENSG00000121060,Bone Marrow
ENSG00000121060,Spleen
ENSG00000121064,Thyroid Gland
ENSG00000121067,Smooth Muscle
ENSG00000121068,Placenta
ENSG00000121073,Thyroid Gland
ENSG00000121075,Lung
ENSG00000121101,Testis
ENSG00000121104,Spleen
ENSG00000121152,Testis
ENSG00000121207,Duodenum
ENSG00000121210,Lymph Node
ENSG00000121211,Testis
ENSG00000121236,Testis
ENSG00000121270,Testis
ENSG00000121274,Endometrium
ENSG00000121274,Testis
ENSG00000121281,Spleen
ENSG00000121289,Fallopian Tube
ENSG00000121289,Ovary
ENSG00000121297,Ovary
ENSG00000121310,Ovary
ENSG00000121314,Duodenum
ENSG00000121316,Bone Marrow
ENSG00000121318,Spleen
ENSG00000121318,Thyroid Gland
ENSG00000121335,Salivary Gland
ENSG00000121350,Thyroid Gland
ENSG00000121351,Pancreas
ENSG00000121361,Smooth Muscle
ENSG00000121380,Testis
ENSG00000121390,Bone Marrow
ENSG00000121390,Testis
ENSG00000121406,Thyroid Gland
ENSG00000121410,Liver
ENSG00000121413,Thyroid Gland
ENSG00000121417,Bone Marrow
ENSG00000121440,Ovary
ENSG00000121446,Testis
ENSG00000121454,Placenta
ENSG00000121454,Testis
ENSG00000121481,Testis
ENSG00000121486,Testis
ENSG00000121542,Testis
ENSG00000121552,Esophagus
ENSG00000121570,Testis
ENSG00000121577,Heart
ENSG00000121578,Gall Bladder
ENSG00000121579,Tonsil
ENSG00000121594,Appendix
ENSG00000121621,Testis
ENSG00000121634,Testis
ENSG00000121644,Testis
ENSG00000121653,Cerebral Cortex
ENSG00000121671,Thyroid Gland
ENSG00000121680,Lymph Node
ENSG00000121680,Spleen
ENSG00000121690,Liver
ENSG00000121691,Liver
ENSG00000121716,Skin
ENSG00000121741,Testis
ENSG00000121742,Esophagus
ENSG00000121743,Heart
ENSG00000121749,Thyroid Gland
ENSG00000121753,Cerebral Cortex
ENSG00000121764,Adrenal Gland
ENSG00000121766,Cerebral Cortex
ENSG00000121769,Heart
ENSG00000121774,Endometrium
ENSG00000121775,Placenta
ENSG00000121797,Appendix
ENSG00000121807,Appendix
ENSG00000121851,Adipose
ENSG00000121853,Adrenal Gland
ENSG00000121858,Lung
ENSG00000121864,Thyroid Gland
ENSG00000121871,Cerebral Cortex
ENSG00000121879,Adipose
ENSG00000121892,Thyroid Gland
ENSG00000121895,Lymph Node
ENSG00000121897,Testis
ENSG00000121898,Smooth Muscle
ENSG00000121900,Colon
ENSG00000121903,Ovary
ENSG00000121904,Cerebral Cortex
ENSG00000121905,Cerebral Cortex
ENSG00000121931,Testis
ENSG00000121933,Testis
ENSG00000121940,Thyroid Gland
ENSG00000121957,Skin
ENSG00000121964,Cerebral Cortex
ENSG00000121966,Bone Marrow
ENSG00000121988,Testis
ENSG00000121989,Skin
ENSG00000122008,Thyroid Gland
ENSG00000122012,Cerebral Cortex
ENSG00000122025,Spleen
ENSG00000122026,Ovary
ENSG00000122033,Testis
ENSG00000122035,Rectum
ENSG00000122042,Endometrium
ENSG00000122068,Testis
ENSG00000122085,Thyroid Gland
ENSG00000122121,Small Intestine
ENSG00000122122,Lymph Node
ENSG00000122126,Testis
ENSG00000122133,Placenta
ENSG00000122136,Fallopian Tube
ENSG00000122140,Fallopian Tube
ENSG00000122145,Testis
ENSG00000122176,Gall Bladder
ENSG00000122180,Skeletal Muscle
ENSG00000122188,Tonsil
ENSG00000122194,Liver
ENSG00000122203,Kidney
ENSG00000122218,Thyroid Gland
ENSG00000122223,Spleen
ENSG00000122224,Tonsil
ENSG00000122254,Cerebral Cortex
ENSG00000122257,Bone Marrow
ENSG00000122299,Lymph Node
ENSG00000122299,Thyroid Gland
ENSG00000122304,Testis
ENSG00000122335,Testis
ENSG00000122359,Esophagus
ENSG00000122367,Skeletal Muscle
ENSG00000122375,Cerebral Cortex
ENSG00000122376,Thyroid Gland
ENSG00000122378,Adipose
ENSG00000122386,Ovary
ENSG00000122390,Bone Marrow
ENSG00000122406,Ovary
ENSG00000122417,Spleen
ENSG00000122420,Endometrium
ENSG00000122420,Smooth Muscle
ENSG00000122432,Testis
ENSG00000122435,Endometrium
ENSG00000122477,Skeletal Muscle
ENSG00000122481,Lymph Node
ENSG00000122482,Endometrium
ENSG00000122483,Testis
ENSG00000122484,Thyroid Gland
ENSG00000122490,Testis
ENSG00000122507,Testis
ENSG00000122512,Thyroid Gland
ENSG00000122515,Spleen
ENSG00000122543,Lymph Node
ENSG00000122545,Cerebral Cortex
ENSG00000122547,Adipose
ENSG00000122550,Testis
ENSG00000122557,Ovary
ENSG00000122565,Lymph Node
ENSG00000122566,Lymph Node
ENSG00000122574,Ovary
ENSG00000122584,Adrenal Gland
ENSG00000122585,Prostate gland
ENSG00000122591,Lymph Node
ENSG00000122592,Adrenal Gland
ENSG00000122592,Kidney
ENSG00000122641,Gall Bladder
ENSG00000122642,Placenta
ENSG00000122643,Rectum
ENSG00000122644,Testis
ENSG00000122674,Skin
ENSG00000122678,Spleen
ENSG00000122679,Lung
ENSG00000122687,Lymph Node
ENSG00000122691,Adipose
ENSG00000122692,Endometrium
ENSG00000122694,Appendix
ENSG00000122696,Adipose
ENSG00000122705,Placenta
ENSG00000122707,Gall Bladder
ENSG00000122711,Small Intestine
ENSG00000122728,Testis
ENSG00000122729,Adipose
ENSG00000122733,Cerebral Cortex
ENSG00000122735,Testis
ENSG00000122741,Testis
ENSG00000122756,Adipose
ENSG00000122778,Cerebral Cortex
ENSG00000122779,Ovary
ENSG00000122783,Placenta
ENSG00000122786,Smooth Muscle
ENSG00000122787,Liver
ENSG00000122824,Testis
ENSG00000122852,Lung
ENSG00000122859,Duodenum
ENSG00000122861,Urinary Bladder
ENSG00000122862,Bone Marrow
ENSG00000122863,Ovary
ENSG00000122870,Kidney
ENSG00000122873,Cerebral Cortex
ENSG00000122877,Thyroid Gland
ENSG00000122882,Thyroid Gland
ENSG00000122884,Liver
ENSG00000122912,Prostate gland
ENSG00000122952,Lymph Node
ENSG00000122958,Testis
ENSG00000122965,Lymph Node
ENSG00000122966,Cerebral Cortex
ENSG00000122970,Testis
ENSG00000122971,Duodenum
ENSG00000122986,Tonsil
ENSG00000123064,Bone Marrow
ENSG00000123064,Spleen
ENSG00000123066,Bone Marrow
ENSG00000123080,Adipose
ENSG00000123091,Cerebral Cortex
ENSG00000123094,Endometrium
ENSG00000123095,Thyroid Gland
ENSG00000123096,Ovary
ENSG00000123104,Liver
ENSG00000123106,Testis
ENSG00000123119,Cerebral Cortex
ENSG00000123124,Gall Bladder
ENSG00000123130,Smooth Muscle
ENSG00000123131,Pancreas
ENSG00000123136,Bone Marrow
ENSG00000123143,Spleen
ENSG00000123144,Bone Marrow
ENSG00000123144,Spleen
ENSG00000123146,Spleen
ENSG00000123154,Testis
ENSG00000123159,Colon
ENSG00000123165,Testis
ENSG00000123171,Testis
ENSG00000123178,Lung
ENSG00000123179,Ovary
ENSG00000123191,Testis
ENSG00000123200,Endometrium
ENSG00000123213,Cerebral Cortex
ENSG00000123219,Lymph Node
ENSG00000123219,Testis
ENSG00000123240,Skeletal Muscle
ENSG00000123268,Thyroid Gland
ENSG00000123297,Adrenal Gland
ENSG00000123307,Adrenal Gland
ENSG00000123329,Spleen
ENSG00000123338,Lymph Node
ENSG00000123342,Appendix
ENSG00000123349,Ovary
ENSG00000123352,Testis
ENSG00000123353,Rectum
ENSG00000123358,Ovary
ENSG00000123360,Ovary
ENSG00000123364,Skin
ENSG00000123374,Placenta
ENSG00000123384,Ovary
ENSG00000123388,Skin
ENSG00000123395,Testis
ENSG00000123405,Bone Marrow
ENSG00000123407,Skin
ENSG00000123411,Ovary
ENSG00000123415,Fallopian Tube
ENSG00000123416,Smooth Muscle
ENSG00000123427,Fallopian Tube
ENSG00000123427,Thyroid Gland
ENSG00000123444,Fallopian Tube
ENSG00000123453,Liver
ENSG00000123454,Adrenal Gland
ENSG00000123472,Heart
ENSG00000123473,Testis
ENSG00000123485,Bone Marrow
ENSG00000123496,Testis
ENSG00000123500,Gall Bladder
ENSG00000123505,Prostate gland
ENSG00000123545,Cerebral Cortex
ENSG00000123552,Gall Bladder
ENSG00000123560,Cerebral Cortex
ENSG00000123561,Liver
ENSG00000123562,Ovary
ENSG00000123569,Testis
ENSG00000123570,Cerebral Cortex
ENSG00000123572,Ovary
ENSG00000123575,Cerebral Cortex
ENSG00000123576,Testis
ENSG00000123594,Testis
ENSG00000123595,Adrenal Gland
ENSG00000123600,Skin
ENSG00000123607,Endometrium
ENSG00000123607,Ovary
ENSG00000123609,Appendix
ENSG00000123610,Appendix
ENSG00000123612,Adipose
ENSG00000123636,Testis
ENSG00000123643,Duodenum
ENSG00000123684,Thyroid Gland
ENSG00000123685,Spleen
ENSG00000123689,Bone Marrow
ENSG00000123700,Fallopian Tube
ENSG00000123728,Smooth Muscle
ENSG00000123737,Testis
ENSG00000123739,Thyroid Gland
ENSG00000123810,Fallopian Tube
ENSG00000123815,Fallopian Tube
ENSG00000123836,Thyroid Gland
ENSG00000123838,Liver
ENSG00000123843,Liver
ENSG00000123892,Skin
ENSG00000123901,Thyroid Gland
ENSG00000123908,Endometrium
ENSG00000123908,Ovary
ENSG00000123908,Skin
ENSG00000123933,Spleen
ENSG00000123975,Testis
ENSG00000123977,Testis
ENSG00000123983,Prostate gland
ENSG00000123989,Testis
ENSG00000123992,Testis
ENSG00000123999,Testis
ENSG00000124003,Gall Bladder
ENSG00000124006,Ovary
ENSG00000124019,Placenta
ENSG00000124067,Placenta
ENSG00000124074,Testis
ENSG00000124089,Testis
ENSG00000124091,Bone Marrow
ENSG00000124092,Testis
ENSG00000124098,Ovary
ENSG00000124102,Tonsil
ENSG00000124103,Testis
ENSG00000124104,Skin
ENSG00000124107,Salivary Gland
ENSG00000124116,Testis
ENSG00000124120,Skin
ENSG00000124126,Spleen
ENSG00000124134,Cerebral Cortex
ENSG00000124140,Cerebral Cortex
ENSG00000124143,Skin
ENSG00000124145,Liver
ENSG00000124151,Lymph Node
ENSG00000124155,Smooth Muscle
ENSG00000124157,Kidney
ENSG00000124159,Pancreas
ENSG00000124160,Ovary
ENSG00000124164,Thyroid Gland
ENSG00000124171,Kidney
ENSG00000124172,Colon
ENSG00000124172,Appendix
ENSG00000124177,Endometrium
ENSG00000124181,Lymph Node
ENSG00000124191,Lung
ENSG00000124191,Testis
ENSG00000124193,Endometrium
ENSG00000124194,Cerebral Cortex
ENSG00000124196,Testis
ENSG00000124198,Thyroid Gland
ENSG00000124201,Spleen
ENSG00000124203,Lymph Node
ENSG00000124205,Salivary Gland
ENSG00000124207,Testis
ENSG00000124209,Thyroid Gland
ENSG00000124212,Fallopian Tube
ENSG00000124214,Thyroid Gland
ENSG00000124215,Prostate gland
ENSG00000124216,Gall Bladder
ENSG00000124217,Testis
ENSG00000124222,Endometrium
ENSG00000124225,Prostate gland
ENSG00000124226,Testis
ENSG00000124227,Testis
ENSG00000124228,Lymph Node
ENSG00000124232,Pancreas
ENSG00000124233,Gall Bladder
ENSG00000124237,Fallopian Tube
ENSG00000124243,Lymph Node
ENSG00000124249,Fallopian Tube
ENSG00000124251,Testis
ENSG00000124253,Liver
ENSG00000124256,Lymph Node
ENSG00000124257,Ovary
ENSG00000124260,Placenta
ENSG00000124275,Lung
ENSG00000124279,Fallopian Tube
ENSG00000124299,Kidney
ENSG00000124302,Adrenal Gland
ENSG00000124302,Cerebral Cortex
ENSG00000124302,Gall Bladder
ENSG00000124302,Spleen
ENSG00000124302,Testis
ENSG00000124313,Cerebral Cortex
ENSG00000124333,Placenta
ENSG00000124334,Urinary Bladder
ENSG00000124343,Skin
ENSG00000124356,Thyroid Gland
ENSG00000124357,Spleen
ENSG00000124370,Prostate gland
ENSG00000124374,Salivary Gland
ENSG00000124380,Lymph Node
ENSG00000124383,Endometrium
ENSG00000124391,Bone Marrow
ENSG00000124406,Thyroid Gland
ENSG00000124422,Cerebral Cortex
ENSG00000124429,Skin
ENSG00000124440,Placenta
ENSG00000124444,Ovary
ENSG00000124449,Testis
ENSG00000124459,Endometrium
ENSG00000124466,Esophagus
ENSG00000124467,Placenta
ENSG00000124469,Bone Marrow
ENSG00000124479,Ovary
ENSG00000124486,Thyroid Gland
ENSG00000124490,Testis
ENSG00000124491,Placenta
ENSG00000124493,Cerebral Cortex
ENSG00000124496,Endometrium
ENSG00000124507,Cerebral Cortex
ENSG00000124508,Tonsil
ENSG00000124523,Heart
ENSG00000124532,Thyroid Gland
ENSG00000124535,Thyroid Gland
ENSG00000124541,Appendix
ENSG00000124557,Lymph Node
ENSG00000124557,Tonsil
ENSG00000124562,Testis
ENSG00000124564,Kidney
ENSG00000124568,Kidney
ENSG00000124570,Testis
ENSG00000124571,Testis
ENSG00000124574,Spleen
ENSG00000124575,Bone Marrow
ENSG00000124587,Fallopian Tube
ENSG00000124588,Kidney
ENSG00000124596,Testis
ENSG00000124602,Duodenum
ENSG00000124608,Fallopian Tube
ENSG00000124608,Ovary
ENSG00000124610,Ovary
ENSG00000124613,Thyroid Gland
ENSG00000124614,Ovary
ENSG00000124615,Placenta
ENSG00000124635,Testis
ENSG00000124641,Placenta
ENSG00000124657,Placenta
ENSG00000124659,Lymph Node
ENSG00000124664,Prostate gland
ENSG00000124678,Testis
ENSG00000124688,Bone Marrow
ENSG00000124701,Skeletal Muscle
ENSG00000124702,Testis
ENSG00000124713,Liver
ENSG00000124721,Testis
ENSG00000124731,Appendix
ENSG00000124733,Testis
ENSG00000124743,Skeletal Muscle
ENSG00000124749,Placenta
ENSG00000124762,Gall Bladder
ENSG00000124766,Endometrium
ENSG00000124767,Prostate gland
ENSG00000124772,Cerebral Cortex
ENSG00000124780,Lung
ENSG00000124782,Bone Marrow
ENSG00000124783,Thyroid Gland
ENSG00000124784,Testis
ENSG00000124785,Cerebral Cortex
ENSG00000124786,Thyroid Gland
ENSG00000124787,Adrenal Gland
ENSG00000124788,Endometrium
ENSG00000124789,Testis
ENSG00000124795,Thyroid Gland
ENSG00000124802,Testis
ENSG00000124812,Testis
ENSG00000124813,Bone Marrow
ENSG00000124818,Testis
ENSG00000124827,Testis
ENSG00000124831,Lung
ENSG00000124839,Duodenum
ENSG00000124875,Spleen
ENSG00000124882,Bone Marrow
ENSG00000124900,Testis
ENSG00000124920,Stomach
ENSG00000124935,Fallopian Tube
ENSG00000124939,Fallopian Tube
ENSG00000124942,Skin
ENSG00000125037,Thyroid Gland
ENSG00000125046,Testis
ENSG00000125084,Appendix
ENSG00000125089,Spleen
ENSG00000125107,Testis
ENSG00000125122,Prostate gland
ENSG00000125122,Testis
ENSG00000125122,Thyroid Gland
ENSG00000125124,Adrenal Gland
ENSG00000125144,Thyroid Gland
ENSG00000125148,Adrenal Gland
ENSG00000125149,Skin
ENSG00000125166,Skeletal Muscle
ENSG00000125170,Skin
ENSG00000125207,Testis
ENSG00000125245,Lymph Node
ENSG00000125246,Kidney
ENSG00000125246,Liver
ENSG00000125247,Fallopian Tube
ENSG00000125249,Cerebral Cortex
ENSG00000125255,Duodenum
ENSG00000125257,Prostate gland
ENSG00000125266,Lung
ENSG00000125285,Stomach
ENSG00000125304,Thyroid Gland
ENSG00000125319,Testis
ENSG00000125337,Adipose
ENSG00000125347,Bone Marrow
ENSG00000125351,Lymph Node
ENSG00000125352,Lymph Node
ENSG00000125354,Lymph Node
ENSG00000125355,Ovary
ENSG00000125356,Colon
ENSG00000125363,Testis
ENSG00000125375,Thyroid Gland
ENSG00000125378,Placenta
ENSG00000125384,Bone Marrow
ENSG00000125386,Testis
ENSG00000125388,Testis
ENSG00000125398,Testis
ENSG00000125409,Testis
ENSG00000125414,Skeletal Muscle
ENSG00000125430,Liver
ENSG00000125434,Testis
ENSG00000125445,Fallopian Tube
ENSG00000125447,Spleen
ENSG00000125449,Lung
ENSG00000125450,Lymph Node
ENSG00000125454,Testis
ENSG00000125457,Lymph Node
ENSG00000125458,Spleen
ENSG00000125459,Testis
ENSG00000125462,Cerebral Cortex
ENSG00000125482,Thyroid Gland
ENSG00000125484,Thyroid Gland
ENSG00000125485,Thyroid Gland
ENSG00000125498,Spleen
ENSG00000125503,Testis
ENSG00000125505,Testis
ENSG00000125508,Spleen
ENSG00000125508,Stomach
ENSG00000125510,Cerebral Cortex
ENSG00000125520,Prostate gland
ENSG00000125522,Adrenal Gland
ENSG00000125531,Testis
ENSG00000125533,Testis
ENSG00000125534,Prostate gland
ENSG00000125538,Appendix
ENSG00000125551,Liver
ENSG00000125571,Skin
ENSG00000125611,Testis
ENSG00000125618,Thyroid Gland
ENSG00000125629,Lung
ENSG00000125630,Thyroid Gland
ENSG00000125633,Testis
ENSG00000125637,Lymph Node
ENSG00000125648,Cerebral Cortex
