AAA(K),AAC(N),AAG(K),AAT(N),ACA(T),ACC(T),ACG(T),ACT(T),AGA(R),AGC(S),AGG(R),AGT(S),ATA(I),ATC(I),ATT(I),CAA(Q),CAC(H),CAG(Q),CAT(H),CCA(P),CCC(P),CCG(P),CCT(P),CGA(R),CGC(R),CGG(R),CGT(R),CTA(L),CTC(L),CTG(L),CTT(L),GAA(E),GAC(D),GAG(E),GAT(D),GCA(A),GCC(A),GCG(A),GCT(A),GGA(G),GGC(G),GGG(G),GGT(G),GTA(V),GTC(V),GTG(V),GTT(V),TAC(Y),TAT(Y),TCA(S),TCC(S),TCG(S),TCT(S),TGC(C),TGT(C),TTA(L),TTC(F),TTG(L),TTT(F)
0.055279721919735625,0.4018791165561917,0.9447202780802644,0.5981208834438083,0.03838068086013646,0.2704335120720382,0.597291515939046,0.0938942911287794,0.24256279452510723,0.057659198996631564,0.2852073206537742,0.2970438690362733,0.752752829818575,0.15965372832386265,0.0875934418575623,0.9834929992335941,0.21598182416689893,0.016507000766405877,0.7840181758331011,0.07261626933324594,0.25512828581292624,0.4129997876454794,0.2592556572083484,0.06682520814733504,0.15174654284314903,0.03424040105528908,0.2194177327753454,0.4139343197591304,0.24150886710750738,0.14344345007374337,0.06687125360090013,0.736643394021537,0.16659810027614885,0.263356605978463,0.8334018997238511,0.1226154978942146,0.013278212040285297,0.8578550565856848,0.006251233479815268,0.012910128442574505,0.13758918938364473,0.8162570246845701,0.0332436574892107,0.029280475197266176,0.17647165758953742,0.3820232494295817,0.4122246177836147,0.07585908358531268,0.9241409164146873,0.041369774144013494,0.023350600504485675,0.22001033002415077,0.3605662272944453,0.9054400641383934,0.0945599358616066,0.12912786898366047,0.9364788694401122,0.00511424047505829,0.06352113055988784
0.9338948981073081,0.15534889279763564,0.06610510189269192,0.8446511072023644,0.04234831312391052,0.02413489813957425,0.017693458160826576,0.9158233305756887,0.013855671702164063,0.02095214682412213,0.13060909009884153,0.14356741360666697,0.09885535152993397,0.8835383261374052,0.01760632233266082,0.8640420102168562,0.9464776780419815,0.13595798978314377,0.05352232195801854,0.06075906445039214,0.10477593478354852,0.22454237672018665,0.6099226240458727,0.20396030158665476,0.3835799014873074,0.2557335098909519,0.01226152523408036,0.4823444476317981,0.005681549468444014,0.15165070306404999,0.05600434109207524,0.37223985473362253,0.6642449890524037,0.6277601452663775,0.3357550109475963,0.43384808618283877,0.07202901134378323,0.33398611240349074,0.16013679006988726,0.09060779136865853,0.045830695926282194,0.19399575107432654,0.6695657616307328,0.31873095713687916,0.16069575529015942,0.009431352173449837,0.5111419353995116,0.046067960734611724,0.9539320392653883,0.28109272899498766,0.21546790404455496,0.02603788710132135,0.3128819194283469,0.9040977693947092,0.0959022306052908,0.10286266303418626,0.6521364017638787,0.20145629570944637,0.34786359823612134
0.16619160614747208,0.912440289871709,0.8338083938525279,0.087559710128291,0.05880100254381615,0.7770066347134705,0.027132724400500782,0.13705963834221258,0.05760317797936389,0.4103823375497392,0.08430363282824661,0.06938567517845091,0.14042000421529854,0.17869074139352936,0.6808892543911721,0.07658142215347641,0.884299776664145,0.9234185778465236,0.11570022333585495,0.06786546449454975,0.5615922830151874,0.2847738771748767,0.08576837531538611,0.1839938179905659,0.18048146467492412,0.4932020729430317,0.0004158335838677453,0.2648589668234096,0.26424118591313445,0.06886936781487861,0.22668293884691326,0.9565793336879371,0.1614156965468273,0.04342066631206287,0.8385843034531727,0.07233126735922998,0.19679741098061596,0.23991910274520523,0.4909522189149488,0.16440878800275682,0.34236074244775605,0.440586531287784,0.05264393826170309,0.1622296012040754,0.5342383335534906,0.2199632306364508,0.08356883460598324,0.6550213521758087,0.3449786478241913,0.03994409098765894,0.22769598997455365,0.216919530127482,0.035672376182115266,0.6433162753316983,0.35668372466830167,0.12280762328165629,0.050687650255119676,0.05253991732000781,0.9493123497448803
0.22807530353998784,0.9652479701304818,0.7719246964600122,0.0347520298695182,0.19721493310258664,0.03383244052252221,0.10424550844391689,0.6647071179309743,0.3483303976062072,0.007959518980871105,0.08639808564807762,0.01808502225418313,0.030922214231219065,0.24113481781638393,0.727942967952397,0.05915640043511872,0.24528724551198555,0.9408435995648813,0.7547127544880144,0.8566564089374682,0.06064799982071357,0.06125806249336763,0.021437528748450646,0.20776738931486616,0.18877181727982245,0.15987236456943663,0.00885994558158992,0.14537020118413188,0.05830710835480959,0.5467828733647222,0.15143472144520556,0.01899528597416056,0.7443316295743422,0.9810047140258394,0.2556683704256578,0.041511915466998006,0.38577397877411806,0.4462568059156258,0.12645729984325815,0.27763191938057286,0.31987595063303487,0.0713165253824769,0.3311756046039154,0.05951073416965678,0.5976532978417929,0.019406030275391117,0.3234299377131592,0.9501535046388432,0.04984649536115682,0.044101869882845285,0.5687728060968166,0.03550175110408444,0.32557903168119945,0.028457119990130453,0.9715428800098695,0.0425577746350978,0.9969174198549721,0.05554732101603302,0.0030825801450279355
0.7320305272998067,0.36396724609918574,0.26796947270019333,0.6360327539008143,0.8496184249601962,0.05390911085821948,0.06887816553197086,0.02759429864961338,0.04283729134819957,0.025941025648361968,0.4037525528746004,0.14570369739341307,0.9395199747401445,0.05552120219844625,0.004958823061409284,0.25379330043224735,0.07640938969262856,0.7462066995677527,0.9235906103073714,0.8723548369486623,0.008242477687157468,0.019517585394308805,0.09988509996987138,0.06335345775356638,0.23822551844735687,0.23553429355400385,0.01629688602227297,0.08424421360892158,0.04505752162445143,0.523345339118165,0.03190538351586579,0.8327412220797531,0.6823627942525909,0.1672587779202469,0.31763720574740906,0.6005576883869367,0.10631777794197095,0.13279467551226387,0.16032985815882847,0.08152211814750181,0.8002514225969712,0.08427174769687291,0.03395471155865405,0.39076641353975655,0.45683187879119813,0.12758909287470122,0.02481261479434409,0.005799976029992493,0.9942000239700075,0.1799453754707695,0.11265397330351379,0.05995715906190628,0.47579876912203545,0.6861637434051644,0.3138362565948356,0.3143613649806299,0.7117238476979134,0.001086177151966264,0.2882761523020866
0.07619961138813136,0.11590647503762341,0.9238003886118686,0.8840935249623766,0.17509921276079088,0.2889502861851865,0.11554820581518539,0.4204022952388372,0.029427818112503057,0.08296528465097187,0.005562588329355624,0.3174964024634004,0.41449385985338216,0.5132796720763719,0.07222646807024591,0.9800163514279868,0.7643611809029364,0.01998364857201318,0.23563881909706363,0.7296766333071516,0.1571036636865823,0.027690322492972697,0.0855293805132934,0.2592085002011188,0.46023385606149403,0.21597154732141297,0.029595689974115456,0.004435743301200682,0.07180898539889113,0.0899434166469314,0.026643113722960785,0.9275950707336987,0.9614441912296244,0.07240492926630127,0.038555808770375566,0.09317575202806824,0.0651825918108494,0.04344799719690784,0.7981936589641745,0.08494929946208851,0.05273853388545576,0.8045695723077458,0.05774259434470985,0.7546567175063996,0.14653312289054338,0.04780396570576306,0.051006193897293946,0.8782667830876362,0.12173321691236383,0.10456766059739023,0.11117228115142197,0.06386794480228646,0.31993042633452917,0.7623634611247694,0.23763653887523062,0.06055834106798604,0.24864990343571447,0.7466103998620299,0.7513500965642855
0.04250093310125469,0.9313383233577475,0.9574990668987453,0.06866167664225253,0.047289529831064804,0.10568367471937685,0.2281033562106226,0.6189234392389357,0.003910929373315119,0.035446226554140134,0.06585722705615837,0.6830998765980828,0.702173863289434,0.28313630992205685,0.014689826788509164,0.928385484542239,0.29411550504092143,0.07161451545776099,0.7058844949590786,0.7845990317177827,0.14102166103586622,0.03251600273162371,0.041863304514727404,0.2714280932979785,0.4098209221251478,0.07834162216382677,0.1706412059835733,0.0006170518919210721,0.06587852085494506,0.003335469568169424,0.6892316673109571,0.1233517860151202,0.01818225172055077,0.8766482139848798,0.9818177482794492,0.025267986329231905,0.0768216214550744,0.04063390698609659,0.8572764852295971,0.15308120977770445,0.7471834766157829,0.07675811984248504,0.022977193764027605,0.2890069233819753,0.10083382495503561,0.06327509262496474,0.5468841590380243,0.8078504657424426,0.19214953425755743,0.04858836984108183,0.05823831080523819,0.03674353457162628,0.13788368162983078,0.22959102280704136,0.7704089771929586,0.21958121861058633,0.8774378441339286,0.02135607176342102,0.12256215586607144
0.11021624766944071,0.92694986463696,0.8897837523305593,0.07305013536303995,0.21282929695762015,0.06317701921291614,0.6827143922472598,0.04127929158220391,0.02225743867494263,0.04000966755901867,0.5407724747347077,0.4170619118443054,0.7675803596878109,0.032940526170381644,0.19947911414180744,0.23624898198183453,0.9966091775832611,0.7637510180181655,0.0033908224167389367,0.09822965329219105,0.03952518697173538,0.21011159915131358,0.65213356058476,0.09963922053622923,0.15781611842680804,0.01115862470706154,0.16835612292025093,0.8476642058402775,0.06326770725794312,0.024978771961405077,0.04407196512305823,0.7780795837691942,0.1699792932074331,0.22192041623080583,0.8300207067925669,0.8479307222407562,0.0644926167461605,0.0714653476088106,0.016111313404272742,0.13046353718030257,0.06867746084776183,0.7081464237382971,0.09271257823363852,0.48247528793241534,0.21528918264806687,0.2290428529186814,0.07319267650083638,0.06177152471327396,0.938228475286726,0.1684047204809454,0.1107282270217853,0.1702784827955437,0.09351699029840149,0.11280029392074453,0.8871997060792555,0.005128766339858981,0.7824905879257048,0.014888583477457109,0.2175094120742952
0.8229632996910325,0.08950662229012918,0.17703670030896745,0.9104933777098708,0.18186955162298846,0.05766010662933846,0.7374691306080293,0.02300121113964372,0.14650556851537536,0.07266368136178385,0.2362417927614352,0.1452523689812107,0.43869522958810325,0.055331285624893534,0.5059734847870032,0.8213253825750039,0.07072045164563923,0.17867461742499613,0.9292795483543608,0.7741033791766166,0.033446034526762536,0.07580107474753095,0.11664951154908981,0.22773861902837844,0.14994866316773128,0.11287092513604921,0.1266944313910305,0.016980173754450434,0.008406661165762608,0.03858980031673111,0.3477527103841547,0.9593677346064439,0.20817425681820712,0.04063226539355613,0.7918257431817929,0.6826865868821653,0.13542342158034804,0.0367113253053831,0.14517866623210354,0.42761707172634367,0.45409039858341516,0.08999427152432615,0.028298258165915025,0.1966038278587634,0.3106896696623259,0.0005699218681381336,0.4921365806107726,0.9940669019681847,0.005933098031815298,0.18392237533471872,0.35950092364940456,0.1391844798775035,0.09947617079537868,0.8364080258013128,0.1635919741986872,0.43476010431874007,0.10960726264925891,0.15351055006016118,0.8903927373507411
0.05831710840736726,0.3424416202439535,0.9416828915926327,0.6575583797560465,0.46545739752084636,0.079202417906885,0.017707703877506198,0.4376324806947625,0.013789358311632584,0.44917691029589113,0.5675149728381825,0.13100162883221142,0.09453094303180713,0.8837792997282911,0.02168975723990181,0.6757724981318604,0.8219878454770612,0.32422750186813964,0.17801215452293884,0.5878690421544827,0.006824994655333929,0.184320461086498,0.2209855021036854,0.060883524271208446,0.08947721908674477,0.2283860626021664,0.03994886289006522,0.013309465533511136,0.08917944762695991,0.011467712722276535,0.5675933955269895,0.9721613563443219,0.05244014683553422,0.02783864365567812,0.9475598531644658,0.14869015945532182,0.03657057413149622,0.5873105498060626,0.2274287166071194,0.06295973280562284,0.04224890939288983,0.08513581735853666,0.8096555404429506,0.1117835260999477,0.39159638968815647,0.4293161058776948,0.06730397833420104,0.14319301325234313,0.8568069867476569,0.02753127117552656,0.3378210476772577,0.04795415767322275,0.0065149843458905095,0.1810274557281849,0.8189725442718151,0.040135328262530974,0.9015366045493877,0.2783146503277319,0.09846339545061233
0.8768514439393734,0.43653893062673366,0.12314855606062658,0.5634610693732663,0.09458713835584029,0.22117286745431455,0.5206082576412151,0.16363173654863006,0.2958177551737238,0.11323713958965076,0.03564716330285253,0.24453141418673927,0.07939898801812403,0.1528333588994786,0.7677676530823974,0.4012918771713645,0.7850611479367697,0.5987081228286355,0.21493885206323027,0.015763705397556053,0.007162253394814196,0.8973690225650041,0.07970501864262569,0.10030033364858121,0.2396276097697676,0.1128831933271681,0.21572394477790668,0.13298046267267416,0.07544257695587893,0.03628144853245746,0.034951448643162165,0.9442183549118048,0.9811401286802445,0.055781645088195164,0.018859871319755528,0.07000130460766446,0.39118554489505036,0.4182092566973722,0.12060389379991297,0.010125719619935003,0.8914077263497157,0.024979098451511583,0.07348745557883775,0.6592323129530075,0.20329078034488313,0.08658922216102986,0.0508876845410795,0.1891013970397688,0.8108986029602312,0.04285011519542062,0.5846424052471627,0.003544793848981724,0.011194131932044882,0.7602006360786145,0.23979936392138546,0.12346197213046846,0.47124330848599516,0.5968820910653588,0.5287566915140048
0.0862810760624051,0.054955583722608115,0.9137189239375949,0.9450444162773919,0.0982350626830546,0.7390640945345459,0.02315062171467161,0.13955022106772788,0.04438872306227459,0.01646892976202517,0.25884808218962996,0.045787225375198554,0.47709358619886993,0.14862807953146812,0.37427833426966195,0.9251549045043007,0.7539152263148691,0.07484509549569929,0.24608477368513093,0.11399477894294026,0.29746273226794195,0.48633411610725685,0.10220837268186089,0.20726558344787563,0.06312966251118735,0.26335752036273685,0.16301042842629565,0.020163269184136134,0.04725140164060462,0.2961024297776935,0.019196721250072317,0.08720865381329357,0.9956307325483339,0.9127913461867064,0.004369267451666103,0.5714772512402451,0.06634198265099975,0.34850037823844593,0.01368038787030923,0.1664848754392672,0.7940089845488454,0.02876913901856616,0.010737000993321245,0.14687738372097617,0.4452578579800981,0.09633926646493249,0.31152549183399325,0.387322045544372,0.612677954455628,0.0715664612102879,0.5266203946150327,0.33521035626112566,0.00434663277632994,0.7659825785089748,0.23401742149102522,0.30028123206561835,0.9765191485000667,0.317004946081875,0.023480851499933286
0.29033129361415133,0.491160618511316,0.7096687063858487,0.508839381488684,0.038624342007338774,0.03402669249344692,0.8128653250241347,0.11448364047507961,0.06815926998046182,0.04195313340692719,0.03871175575648109,0.30038145546317285,0.06567842224262833,0.863036634004572,0.07128494375279969,0.621323727257163,0.4491276805196648,0.378676272742837,0.5508723194803352,0.13210083129382183,0.83793520237586,0.015654230161135586,0.014309736169182527,0.054884804095357155,0.12180628127647941,0.2351434420775859,0.48129444681363465,0.046344765487890356,0.3979976946003032,0.028046677250364378,0.19550053598701034,0.2064062525582494,0.16928750703697493,0.7935937474417506,0.8307124929630251,0.27939464303495887,0.01228275083257857,0.3844965019708926,0.32382610416157,0.04068423215851069,0.8132228119482618,0.0195676129965191,0.12652534289670836,0.019899914372053837,0.896053343021353,0.07356643014774411,0.01048031245884906,0.23409663612793852,0.7659033638720615,0.022620638811403745,0.44276226215606584,0.012067815914686662,0.1802146942477437,0.13086150867041846,0.8691384913295815,0.29548862762784245,0.10710832982708507,0.036621699046589296,0.8928916701729149
0.053866582935941265,0.21448687882649065,0.9461334170640587,0.7855131211735094,0.8799487727950799,0.08918928060620632,0.02554285738330712,0.005319089215406682,0.1298340553880175,0.524496656431436,0.5643400259378839,0.08597119604705765,0.08012278964252129,0.8992677156618833,0.0206094946955954,0.15919698720043818,0.014847636047789714,0.8408030127995618,0.9851523639522103,0.192325726188803,0.3889297442581143,0.16837299768423503,0.25037153186884764,0.002287460508722048,0.1604929866480672,0.09199813355674002,0.05104733796056925,0.09005812550498625,0.04196614518300962,0.07596130492675668,0.16744894504498103,0.08371468502839974,0.34377549173431365,0.9162853149716003,0.6562245082656863,0.11648504509142472,0.4749456516687077,0.15447710256204822,0.25409220067781935,0.029094538602240174,0.46459679334302484,0.20197009499085716,0.3043385730638778,0.1442459296803619,0.20240520852411828,0.2604706201870177,0.39287824160850215,0.016504912328262122,0.9834950876717379,0.057030666283279415,0.26077258826961347,0.05656045205348366,0.01516844091512981,0.9940120616451503,0.005987938354849676,0.5958258333943041,0.9500860824990612,0.028739645945962355,0.049913917500938765
0.012192133556118478,0.9348000544135302,0.9878078664438815,0.0651999455864698,0.5763490045291079,0.011014867347798829,0.24710368153829732,0.165532446584796,0.36815746971026153,0.36830353056305654,0.1976392682893048,0.10777341338085206,0.04798247513493653,0.1272074350066576,0.8248100898584059,0.4898842065246324,0.8732623309983434,0.5101157934753676,0.12673766900165662,0.05443114402340732,0.6270907137097935,0.07586631736827486,0.2426118248985243,0.3419590886087635,0.05528727074018057,0.034098261849299406,0.002858640802190185,0.11049517922714153,0.014750497299346563,0.0127652854164777,0.5945779738629966,0.09161417997969601,0.8028171990899281,0.908385820020304,0.1971828009100719,0.15639765598680735,0.3318519730312013,0.25854996226823257,0.2532004087137588,0.4575697108489608,0.2935099451783232,0.24712884165820656,0.0017915023145094189,0.04420278716748038,0.08330534690755709,0.8580299288803352,0.014461937044627289,0.11105445323095053,0.8889455467690495,0.01004917738746336,0.07566083934930007,0.07696618743353223,0.36124685188579575,0.30694976131374874,0.6930502386862513,0.23767752980755608,0.9341619180856192,0.029733534386481478,0.06583808191438079
